Wavelength [nm], absorption
617.83678, 0.50834267
617.86179, 0.51453448
617.88679, 0.52100931
617.91179, 0.52774936
617.93679, 0.53473495
617.96180, 0.54194471
617.98680, 0.54935569
618.01180, 0.55694364
618.03680, 0.56468316
618.06181, 0.57254797
618.08681, 0.58051114
618.11181, 0.58854532
618.13681, 0.59662300
618.16182, 0.60471673
618.18682, 0.61279939
618.21182, 0.62084436
618.23682, 0.62882573
618.26183, 0.63671850
618.28683, 0.64449874
618.31183, 0.65214371
618.33683, 0.65963196
618.36184, 0.66694347
618.38684, 0.67405967
618.41184, 0.68096347
618.43684, 0.68763931
618.46185, 0.69407315
618.48685, 0.70025241
618.51185, 0.70616597
618.53685, 0.71180409
618.56186, 0.71715831
618.58686, 0.72222145
618.61186, 0.72698744
618.63686, 0.73145127
618.66187, 0.73560885
618.68687, 0.73945697
618.71187, 0.74299316
618.73687, 0.74621558
618.76188, 0.74912298
618.78688, 0.75171456
618.81188, 0.75398990
618.83688, 0.75594891
618.86189, 0.75759172
618.88689, 0.75891867
618.91189, 0.75993022
618.93689, 0.76062692
618.96190, 0.76100938
618.98690, 0.76107824
619.01190, 0.76083418
619.03690, 0.76027789
619.06191, 0.75941006
619.08691, 0.75823146
619.11191, 0.75674288
619.13691, 0.75494522
619.16192, 0.75283951
619.18692, 0.75042696
619.21192, 0.74770900
619.23692, 0.74468737
619.26193, 0.74136417
619.28693, 0.73774191
619.31193, 0.73382364
619.33693, 0.72961299
619.36194, 0.72511425
619.38694, 0.72033249
619.41194, 0.71527358
619.43694, 0.70994434
619.46195, 0.70435256
619.48695, 0.69850708
619.51195, 0.69241789
619.53695, 0.68609613
619.56196, 0.67955417
619.58696, 0.67280561
619.61196, 0.66586530
619.63696, 0.65874938
619.66197, 0.65147519
619.68697, 0.64406127
619.71197, 0.63652732
619.73697, 0.62889407
619.76198, 0.62118323
619.78698, 0.61341735
619.81198, 0.60561968
619.83698, 0.59781405
619.86199, 0.59002463
619.88699, 0.58227583
619.91199, 0.57459206
619.93699, 0.56699753
619.96200, 0.55951603
619.98700, 0.55217078
620.01200, 0.54498415
620.03700, 0.53797750
620.06201, 0.53117098
620.08701, 0.52458336
620.11201, 0.51823184
620.13701, 0.51213193
620.16202, 0.50629733
620.18702, 0.50073980
620.21202, 0.49546911
620.23702, 0.49049300
620.26203, 0.48581710
620.28703, 0.48144501
620.31203, 0.47737829
620.33703, 0.47361648
620.36204, 0.47015726
620.38704, 0.46699646
620.41204, 0.46412823
620.43704, 0.46154515
620.46205, 0.45923838
620.48705, 0.45719783
620.51205, 0.45541230
620.53705, 0.45386966
620.56206, 0.45255704
620.58706, 0.45146095
620.61206, 0.45056754
620.63706, 0.44986265
620.66207, 0.44933208
620.68707, 0.44896166
620.71207, 0.44873744
620.73707, 0.44864580
620.76208, 0.44867357
620.78708, 0.44880817
620.81208, 0.44903767
620.83708, 0.44935090
620.86209, 0.44973752
620.88709, 0.45018808
620.91209, 0.45069409
620.93709, 0.45124804
620.96210, 0.45184346
620.98710, 0.45247489
621.01210, 0.45313798
621.03710, 0.45382941
621.06211, 0.45454694
621.08711, 0.45528938
621.11211, 0.45605657
621.13711, 0.45684937
621.16212, 0.45766961
621.18712, 0.45852009
621.21212, 0.45940448
621.23712, 0.46032731
621.26213, 0.46129393
621.28713, 0.46231038
621.31213, 0.46338343
621.33713, 0.46452040
621.36214, 0.46572918
621.38714, 0.46701805
621.41214, 0.46839571
621.43714, 0.46987107
621.46215, 0.47145326
621.48715, 0.47315147
621.51215, 0.47497484
621.53715, 0.47693243
621.56216, 0.47903302
621.58716, 0.48128509
621.61216, 0.48369663
621.63716, 0.48627510
621.66217, 0.48902731
621.68717, 0.49195931
621.71217, 0.49507629
621.73717, 0.49838250
621.76218, 0.50188116
621.78718, 0.50557442
621.81218, 0.50946325
621.83718, 0.51354739
621.86219, 0.51782535
621.88719, 0.52229434
621.91219, 0.52695029
621.93719, 0.53178780
621.96220, 0.53680019
621.98720, 0.54197955
622.01220, 0.54731671
622.03720, 0.55280137
622.06221, 0.55842211
622.08721, 0.56416651
622.11221, 0.57002122
622.13721, 0.57597208
622.16222, 0.58200420
622.18722, 0.58810209
622.21222, 0.59424978
622.23722, 0.60043093
622.26223, 0.60662899
622.28723, 0.61282725
622.31223, 0.61900902
622.33723, 0.62515771
622.36224, 0.63125695
622.38724, 0.63729069
622.41224, 0.64324328
622.43724, 0.64909955
622.46225, 0.65484489
622.48725, 0.66046533
622.51225, 0.66594753
622.53725, 0.67127888
622.56226, 0.67644749
622.58726, 0.68144223
622.61226, 0.68625272
622.63726, 0.69086934
622.66227, 0.69528322
622.68727, 0.69948620
622.71227, 0.70347085
622.73727, 0.70723040
622.76228, 0.71075873
622.78728, 0.71405032
622.81228, 0.71710021
622.83728, 0.71990397
622.86229, 0.72245766
622.88729, 0.72475776
622.91229, 0.72680116
622.93729, 0.72858511
622.96230, 0.73010719
622.98730, 0.73136526
623.01230, 0.73235745
623.03730, 0.73308214
623.06231, 0.73353790
623.08731, 0.73372354
623.11231, 0.73363802
623.13731, 0.73328054
623.16232, 0.73265044
623.18732, 0.73174728
623.21232, 0.73057084
623.23732, 0.72912111
623.26233, 0.72739834
623.28733, 0.72540306
623.31233, 0.72313610
623.33733, 0.72059867
623.36234, 0.71779235
623.38734, 0.71471917
623.41234, 0.71138165
623.43734, 0.70778285
623.46235, 0.70392641
623.48735, 0.69981663
623.51235, 0.69545850
623.53735, 0.69085774
623.56236, 0.68602087
623.58736, 0.68095524
623.61236, 0.67566904
623.63736, 0.67017139
623.66237, 0.66447229
623.68737, 0.65858269
623.71237, 0.65251442
623.73737, 0.64628028
623.76238, 0.63989390
623.78738, 0.63336981
623.81238, 0.62672330
623.83738, 0.61997043
623.86239, 0.61312792
623.88739, 0.60621305
623.91239, 0.59924361
623.93739, 0.59223773
623.96240, 0.58521381
623.98740, 0.57819038
624.01240, 0.57118594
624.03740, 0.56421889
624.06241, 0.55730732
624.08741, 0.55046893
624.11241, 0.54372087
624.13741, 0.53707963
624.16242, 0.53056090
624.18742, 0.52417948
624.21242, 0.51794920
624.23742, 0.51188277
624.26243, 0.50599178
624.28743, 0.50028661
624.31243, 0.49477638
624.33743, 0.48946897
624.36244, 0.48437095
624.38744, 0.47948764
624.41244, 0.47482311
624.43744, 0.47038021
624.46245, 0.46616064
624.48745, 0.46216497
624.51245, 0.45839278
624.53745, 0.45484265
624.56246, 0.45151232
624.58746, 0.44839875
624.61246, 0.44549820
624.63746, 0.44280636
624.66247, 0.44031841
624.68747, 0.43802914
624.71247, 0.43593303
624.73747, 0.43402435
624.76248, 0.43229726
624.78748, 0.43074583
624.81248, 0.42936418
624.83748, 0.42814655
624.86249, 0.42708730
624.88749, 0.42618103
624.91249, 0.42542261
624.93749, 0.42480721
624.96250, 0.42433036
624.98750, 0.42398796
625.01250, 0.42377632
625.03750, 0.42369219
625.06251, 0.42373276
625.08751, 0.42389565
625.11251, 0.42417895
625.13751, 0.42458122
625.16252, 0.42510145
625.18752, 0.42573909
625.21252, 0.42649401
625.23752, 0.42736652
625.26253, 0.42835732
625.28753, 0.42946748
625.31253, 0.43069842
625.33753, 0.43205192
625.36254, 0.43353000
625.38754, 0.43513499
625.41254, 0.43686939
625.43754, 0.43873593
625.46255, 0.44073742
625.48755, 0.44287680
625.51255, 0.44515702
625.53755, 0.44758102
625.56256, 0.45015168
625.58756, 0.45287173
625.61256, 0.45574372
625.63756, 0.45876994
625.66257, 0.46195239
625.68757, 0.46529266
625.71257, 0.46879193
625.73757, 0.47245087
625.76258, 0.47626960
625.78758, 0.48024764
625.81258, 0.48438382
625.83758, 0.48867630
625.86259, 0.49312247
625.88759, 0.49771893
625.91259, 0.50246148
625.93759, 0.50734511
625.96260, 0.51236395
625.98760, 0.51751129
626.01260, 0.52277961
626.03760, 0.52816056
626.06261, 0.53364501
626.08761, 0.53922309
626.11261, 0.54488422
626.13761, 0.55061719
626.16262, 0.55641020
626.18762, 0.56225092
626.21262, 0.56812661
626.23762, 0.57402417
626.26263, 0.57993021
626.28763, 0.58583116
626.31263, 0.59171336
626.33763, 0.59756313
626.36264, 0.60336685
626.38764, 0.60911107
626.41264, 0.61478258
626.43764, 0.62036844
626.46265, 0.62585611
626.48765, 0.63123349
626.51265, 0.63648894
626.53765, 0.64161138
626.56266, 0.64659030
626.58766, 0.65141578
626.61266, 0.65607854
626.63766, 0.66056995
626.66267, 0.66488204
626.68767, 0.66900750
626.71267, 0.67293965
626.73767, 0.67667250
626.76268, 0.68020069
626.78768, 0.68351946
626.81268, 0.68662469
626.83768, 0.68951281
626.86269, 0.69218083
626.88769, 0.69462628
626.91269, 0.69684724
626.93769, 0.69884222
626.96270, 0.70061025
626.98770, 0.70215075
627.01270, 0.70346359
627.03770, 0.70454904
627.06271, 0.70540774
627.08771, 0.70604070
627.11271, 0.70644927
627.13771, 0.70663517
627.16272, 0.70660042
627.18772, 0.70634738
627.21272, 0.70587873
627.23772, 0.70519743
627.26273, 0.70430679
627.28773, 0.70321039
627.31273, 0.70191214
627.33773, 0.70041622
627.36274, 0.69872712
627.38774, 0.69684964
627.41274, 0.69478882
627.43774, 0.69255002
627.46275, 0.69013884
627.48775, 0.68756117
627.51275, 0.68482310
627.53775, 0.68193099
627.56276, 0.67889138
627.58776, 0.67571100
627.61276, 0.67239673
627.63776, 0.66895559
627.66277, 0.66539470
627.68777, 0.66172122
627.71277, 0.65794236
627.73777, 0.65406530
627.76278, 0.65009719
627.78778, 0.64604506
627.81278, 0.64191585
627.83778, 0.63771630
627.86279, 0.63345295
627.88779, 0.62913211
627.91279, 0.62475981
627.93779, 0.62034177
627.96280, 0.61588340
627.98780, 0.61138974
628.01280, 0.60686548
628.03780, 0.60231492
628.06281, 0.59774198
628.08781, 0.59315021
628.11281, 0.58854277
628.13781, 0.58392245
628.16282, 0.57929170
628.18782, 0.57465263
628.21282, 0.57000706
628.23782, 0.56535654
628.26283, 0.56070235
628.28783, 0.55604562
628.31283, 0.55138729
628.33783, 0.54672819
628.36284, 0.54206910
628.38784, 0.53741075
628.41284, 0.53275392
628.43784, 0.52809945
628.46285, 0.52344830
628.48785, 0.51880160
628.51285, 0.51416069
628.53785, 0.50952716
628.56286, 0.50490287
628.58786, 0.50029004
628.61286, 0.49569123
628.63786, 0.49110939
628.66287, 0.48654788
628.68787, 0.48201051
628.71287, 0.47750153
628.73787, 0.47302568
628.76288, 0.46858814
628.78788, 0.46419460
628.81288, 0.45985121
628.83788, 0.45556461
628.86289, 0.45134189
628.88789, 0.44719059
628.91289, 0.44311871
628.93789, 0.43913463
628.96290, 0.43524712
628.98790, 0.43146531
629.01290, 0.42779866
629.03790, 0.42425688
629.06291, 0.42084994
629.08791, 0.41758803
629.11291, 0.41448145
629.13791, 0.41154064
629.16292, 0.40877605
629.18792, 0.40619815
629.21292, 0.40381737
629.23792, 0.40164398
629.26293, 0.39968810
629.28793, 0.39795962
629.31293, 0.39646813
629.33793, 0.39522285
629.36294, 0.39423259
629.38794, 0.39350569
629.41294, 0.39304993
629.43794, 0.39287248
629.46295, 0.39297988
629.48795, 0.39337792
629.51295, 0.39407161
629.53795, 0.39506512
629.56296, 0.39636176
629.58796, 0.39796386
629.61296, 0.39987280
629.63796, 0.40208892
629.66297, 0.40461149
629.68797, 0.40743871
629.71297, 0.41056764
629.73797, 0.41399423
629.76298, 0.41771326
629.78798, 0.42171839
629.81298, 0.42600211
629.83798, 0.43055582
629.86299, 0.43536981
629.88799, 0.44043329
629.91299, 0.44573447
629.93799, 0.45126058
629.96300, 0.45699797
629.98800, 0.46293213
630.01300, 0.46904782
630.03800, 0.47532910
630.06301, 0.48175950
630.08801, 0.48832205
630.11301, 0.49499941
630.13801, 0.50177397
630.16302, 0.50862798
630.18802, 0.51554363
630.21302, 0.52250316
630.23802, 0.52948897
630.26303, 0.53648376
630.28803, 0.54347052
630.31303, 0.55043276
630.33803, 0.55735446
630.36304, 0.56422025
630.38804, 0.57101541
630.41304, 0.57772596
630.43804, 0.58433867
630.46305, 0.59084115
630.48805, 0.59722186
630.51305, 0.60347009
630.53805, 0.60957601
630.56306, 0.61553068
630.58806, 0.62132599
630.61306, 0.62695470
630.63806, 0.63241037
630.66307, 0.63768737
630.68807, 0.64278081
630.71307, 0.64768653
630.73807, 0.65240104
630.76308, 0.65692146
630.78808, 0.66124551
630.81308, 0.66537142
630.83808, 0.66929787
630.86309, 0.67302401
630.88809, 0.67654931
630.91309, 0.67987357
630.93809, 0.68299685
630.96310, 0.68591944
630.98810, 0.68864179
631.01310, 0.69116446
631.03810, 0.69348812
631.06311, 0.69561346
631.08811, 0.69754120
631.11311, 0.69927204
631.13811, 0.70080660
631.16312, 0.70214547
631.18812, 0.70328912
631.21312, 0.70423791
631.23812, 0.70499209
631.26313, 0.70555176
631.28813, 0.70591691
631.31313, 0.70608736
631.33813, 0.70606283
631.36314, 0.70584287
631.38814, 0.70542694
631.41314, 0.70481439
631.43814, 0.70400448
631.46315, 0.70299641
631.48815, 0.70178933
631.51315, 0.70038238
631.53815, 0.69877470
631.56316, 0.69696552
631.58816, 0.69495411
631.61316, 0.69273990
631.63816, 0.69032247
631.66317, 0.68770162
631.68817, 0.68487741
631.71317, 0.68185018
631.73817, 0.67862064
631.76318, 0.67518990
631.78818, 0.67155951
631.81318, 0.66773151
631.83818, 0.66370850
631.86319, 0.65949365
631.88819, 0.65509076
631.91319, 0.65050431
631.93819, 0.64573948
631.96320, 0.64080219
631.98820, 0.63569910
632.01320, 0.63043768
632.03820, 0.62502617
632.06321, 0.61947362
632.08821, 0.61378987
632.11321, 0.60798554
632.13821, 0.60207203
632.16322, 0.59606143
632.18822, 0.58996655
632.21322, 0.58380083
632.23822, 0.57757830
632.26323, 0.57131347
632.28823, 0.56502132
632.31323, 0.55871715
632.33823, 0.55241653
632.36324, 0.54613520
632.38824, 0.53988894
632.41324, 0.53369348
632.43824, 0.52756442
632.46325, 0.52151706
632.48825, 0.51556637
632.51325, 0.50972682
632.53825, 0.50401232
632.56326, 0.49843612
632.58826, 0.49301071
632.61326, 0.48774775
632.63826, 0.48265801
632.66327, 0.47775130
632.68827, 0.47303642
632.71327, 0.46852114
632.73827, 0.46421217
632.76328, 0.46011512
632.78828, 0.45623454
632.81328, 0.45257393
632.83828, 0.44913571
632.86329, 0.44592133
632.88829, 0.44293125
632.91329, 0.44016502
632.93829, 0.43762135
632.96330, 0.43529816
632.98830, 0.43319265
633.01330, 0.43130140
633.03830, 0.42962043
633.06331, 0.42814531
633.08831, 0.42687120
633.11331, 0.42579299
633.13831, 0.42490536
633.16332, 0.42420286
633.18832, 0.42367999
633.21332, 0.42333129
633.23832, 0.42315138
633.26333, 0.42313509
633.28833, 0.42327743
633.31333, 0.42357371
633.33833, 0.42401958
633.36334, 0.42461103
633.38834, 0.42534445
633.41334, 0.42621663
633.43834, 0.42722480
633.46335, 0.42836662
633.48835, 0.42964014
633.51335, 0.43104384
633.53835, 0.43257658
633.56336, 0.43423756
633.58836, 0.43602630
633.61336, 0.43794259
633.63836, 0.43998641
633.66337, 0.44215792
633.68837, 0.44445736
633.71337, 0.44688497
633.73837, 0.44944099
633.76338, 0.45212548
633.78838, 0.45493837
633.81338, 0.45787927
633.83838, 0.46094748
633.86339, 0.46414191
633.88839, 0.46746099
633.91339, 0.47090262
633.93839, 0.47446414
633.96340, 0.47814229
633.98840, 0.48193315
634.01340, 0.48583213
634.03840, 0.48983397
634.06341, 0.49393272
634.08841, 0.49812174
634.11341, 0.50239377
634.13841, 0.50674088
634.16342, 0.51115458
634.18842, 0.51562583
634.21342, 0.52014512
634.23842, 0.52470249
634.26343, 0.52928768
634.28843, 0.53389012
634.31343, 0.53849907
634.33843, 0.54310369
634.36344, 0.54769311
634.38844, 0.55225651
634.41344, 0.55678323
634.43844, 0.56126283
634.46345, 0.56568518
634.48845, 0.57004049
634.51345, 0.57431945
634.53845, 0.57851322
634.56346, 0.58261353
634.58846, 0.58661269
634.61346, 0.59050368
634.63846, 0.59428012
634.66347, 0.59793634
634.68847, 0.60146738
634.71347, 0.60486903
634.73847, 0.60813777
634.76348, 0.61127083
634.78848, 0.61426617
634.81348, 0.61712245
634.83848, 0.61983901
634.86349, 0.62241586
634.88849, 0.62485367
634.91349, 0.62715369
634.93849, 0.62931777
634.96350, 0.63134829
634.98850, 0.63324811
635.01350, 0.63502056
635.03850, 0.63666939
635.06351, 0.63819870
635.08851, 0.63961289
635.11351, 0.64091664
635.13851, 0.64211485
635.16352, 0.64321257
635.18852, 0.64421495
635.21352, 0.64512722
635.23852, 0.64595460
635.26353, 0.64670225
635.28853, 0.64737527
635.31353, 0.64797858
635.33853, 0.64851691
635.36354, 0.64899476
635.38854, 0.64941634
635.41354, 0.64978555
635.43854, 0.65010593
635.46355, 0.65038060
635.48855, 0.65061231
635.51355, 0.65080332
635.53855, 0.65095546
635.56356, 0.65107007
635.58856, 0.65114801
635.61356, 0.65118963
635.63856, 0.65119481
635.66357, 0.65116294
635.68857, 0.65109291
635.71357, 0.65098319
635.73857, 0.65083176
635.76358, 0.65063620
635.78858, 0.65039369
635.81358, 0.65010103
635.83858, 0.64975469
635.86359, 0.64935084
635.88859, 0.64888535
635.91359, 0.64835388
635.93859, 0.64775189
635.96360, 0.64707468
635.98860, 0.64631740
636.01360, 0.64547514
636.03860, 0.64454294
636.06361, 0.64351581
636.08861, 0.64238881
636.11361, 0.64115703
636.13861, 0.63981566
636.16362, 0.63836001
636.18862, 0.63678556
636.21362, 0.63508794
636.23862, 0.63326303
636.26363, 0.63130690
636.28863, 0.62921594
636.31363, 0.62698678
636.33863, 0.62461640
636.36364, 0.62210209
636.38864, 0.61944151
636.41364, 0.61663270
636.43864, 0.61367411
636.46365, 0.61056461
636.48865, 0.60730352
636.51365, 0.60389062
636.53865, 0.60032617
636.56366, 0.59661096
636.58866, 0.59274630
636.61366, 0.58873404
636.63866, 0.58457660
636.66367, 0.58027699
636.68867, 0.57583882
636.71367, 0.57126633
636.73867, 0.56656440
636.76368, 0.56173856
636.78868, 0.55679502
636.81368, 0.55174065
636.83868, 0.54658303
636.86369, 0.54133045
636.88869, 0.53599189
636.91369, 0.53057703
636.93869, 0.52509629
636.96370, 0.51956075
636.98870, 0.51398223
637.01370, 0.50837317
637.03870, 0.50274673
637.06371, 0.49711666
637.08871, 0.49149734
637.11371, 0.48590371
637.13871, 0.48035122
637.16372, 0.47485584
637.18872, 0.46943391
637.21372, 0.46410216
637.23872, 0.45887763
637.26373, 0.45377753
637.28873, 0.44881926
637.31373, 0.44402024
637.33873, 0.43939785
637.36374, 0.43496936
637.38874, 0.43075178
637.41374, 0.42676180
637.43874, 0.42301565
637.46375, 0.41952902
637.48875, 0.41631694
637.51375, 0.41339367
637.53875, 0.41077257
637.56376, 0.40846606
637.58876, 0.40648545
637.61376, 0.40484089
637.63876, 0.40354125
637.66377, 0.40259405
637.68877, 0.40200539
637.71377, 0.40177988
637.73877, 0.40192056
637.76378, 0.40242889
637.78878, 0.40330469
637.81378, 0.40454614
637.83878, 0.40614975
637.86379, 0.40811035
637.88879, 0.41042115
637.91379, 0.41307374
637.93879, 0.41605812
637.96380, 0.41936279
637.98880, 0.42297480
638.01380, 0.42687982
638.03880, 0.43106223
638.06381, 0.43550526
638.08881, 0.44019104
638.11381, 0.44510077
638.13881, 0.45021481
638.16382, 0.45551283
638.18882, 0.46097395
638.21382, 0.46657685
638.23882, 0.47229993
638.26383, 0.47812144
638.28883, 0.48401964
638.31383, 0.48997288
638.33883, 0.49595980
638.36384, 0.50195938
638.38884, 0.50795110
638.41384, 0.51391507
638.43884, 0.51983205
638.46385, 0.52568363
638.48885, 0.53145225
638.51385, 0.53712131
638.53885, 0.54267519
638.56386, 0.54809936
638.58886, 0.55338035
638.61386, 0.55850585
638.63886, 0.56346469
638.66387, 0.56824687
638.68887, 0.57284356
638.71387, 0.57724711
638.73887, 0.58145103
638.76388, 0.58545000
638.78888, 0.58923981
638.81388, 0.59281741
638.83888, 0.59618080
638.86389, 0.59932906
638.88889, 0.60226230
638.91389, 0.60498163
638.93889, 0.60748910
638.96390, 0.60978772
638.98890, 0.61188135
639.01390, 0.61377472
639.03890, 0.61547333
639.06391, 0.61698345
639.08891, 0.61831206
639.11391, 0.61946680
639.13891, 0.62045588
639.16392, 0.62128811
639.18892, 0.62197274
639.21392, 0.62251947
639.23892, 0.62293837
639.26393, 0.62323977
639.28893, 0.62343426
639.31393, 0.62353254
639.33893, 0.62354538
639.36394, 0.62348356
639.38894, 0.62335774
639.41394, 0.62317840
639.43894, 0.62295576
639.46395, 0.62269971
639.48895, 0.62241971
639.51395, 0.62212469
639.53895, 0.62182306
639.56396, 0.62152255
639.58896, 0.62123021
639.61396, 0.62095234
639.63896, 0.62069442
639.66397, 0.62046113
639.68897, 0.62025629
639.71397, 0.62008282
639.73897, 0.61994279
639.76398, 0.61983738
639.78898, 0.61976692
639.81398, 0.61973089
639.83898, 0.61972798
639.86399, 0.61975610
639.88899, 0.61981245
639.91399, 0.61989355
639.93899, 0.61999531
639.96400, 0.62011310
639.98900, 0.62024179
640.01400, 0.62037583
640.03900, 0.62050930
640.06401, 0.62063600
640.08901, 0.62074948
640.11401, 0.62084312
640.13901, 0.62091017
640.16402, 0.62094382
640.18902, 0.62093725
640.21402, 0.62088365
640.23902, 0.62077627
640.26403, 0.62060849
640.28903, 0.62037378
640.31403, 0.62006580
640.33903, 0.61967838
640.36404, 0.61920555
640.38904, 0.61864155
640.41404, 0.61798087
640.43904, 0.61721821
640.46405, 0.61634855
640.48905, 0.61536712
640.51405, 0.61426940
640.53905, 0.61305115
640.56406, 0.61170843
640.58906, 0.61023757
640.61406, 0.60863519
640.63906, 0.60689821
640.66407, 0.60502390
640.68907, 0.60300982
640.71407, 0.60085388
640.73907, 0.59855438
640.76408, 0.59610995
640.78908, 0.59351966
640.81408, 0.59078297
640.83908, 0.58789981
640.86409, 0.58487057
640.88909, 0.58169613
640.91409, 0.57837792
640.93909, 0.57491791
640.96410, 0.57131867
640.98910, 0.56758337
641.01410, 0.56371583
641.03910, 0.55972057
641.06411, 0.55560277
641.08911, 0.55136835
641.11411, 0.54702398
641.13911, 0.54257708
641.16412, 0.53803583
641.18912, 0.53340919
641.21412, 0.52870690
641.23912, 0.52393947
641.26413, 0.51911815
641.28913, 0.51425493
641.31413, 0.50936249
641.33913, 0.50445418
641.36414, 0.49954397
641.38914, 0.49464637
641.41414, 0.48977640
641.43914, 0.48494950
641.46415, 0.48018143
641.48915, 0.47548822
641.51415, 0.47088604
641.53915, 0.46639113
641.56416, 0.46201967
641.58916, 0.45778768
641.61416, 0.45371090
641.63916, 0.44980471
641.66417, 0.44608398
641.68917, 0.44256296
641.71417, 0.43925521
641.73917, 0.43617348
641.76418, 0.43332960
641.78918, 0.43073442
641.81418, 0.42839771
641.83918, 0.42632811
641.86419, 0.42453306
641.88919, 0.42301874
641.91419, 0.42179008
641.93919, 0.42085069
641.96420, 0.42020288
641.98920, 0.41984764
642.01420, 0.41978469
642.03920, 0.42001244
642.06421, 0.42052810
642.08921, 0.42132766
642.11421, 0.42240598
642.13921, 0.42375686
642.16422, 0.42537304
642.18922, 0.42724637
642.21422, 0.42936780
642.23922, 0.43172750
642.26423, 0.43431495
642.28923, 0.43711900
642.31423, 0.44012794
642.33923, 0.44332963
642.36424, 0.44671152
642.38924, 0.45026078
642.41424, 0.45396432
642.43924, 0.45780891
642.46425, 0.46178120
642.48925, 0.46586783
642.51425, 0.47005544
642.53925, 0.47433075
642.56426, 0.47868060
642.58926, 0.48309200
642.61426, 0.48755216
642.63926, 0.49204852
642.66427, 0.49656882
642.68927, 0.50110108
642.71427, 0.50563363
642.73927, 0.51015517
642.76428, 0.51465477
642.78928, 0.51912185
642.81428, 0.52354628
642.83928, 0.52791829
642.86429, 0.53222856
642.88929, 0.53646820
642.91429, 0.54062877
642.93929, 0.54470228
642.96430, 0.54868118
642.98930, 0.55255843
643.01430, 0.55632743
643.03930, 0.55998207
643.06431, 0.56351674
643.08931, 0.56692631
643.11431, 0.57020617
643.13931, 0.57335220
643.16432, 0.57636080
643.18932, 0.57922888
643.21432, 0.58195388
643.23932, 0.58453375
643.26433, 0.58696699
643.28933, 0.58925262
643.31433, 0.59139018
643.33933, 0.59337976
643.36434, 0.59522196
643.38934, 0.59691794
643.41434, 0.59846936
643.43934, 0.59987839
643.46435, 0.60114771
643.48935, 0.60228052
643.51435, 0.60328046
643.53935, 0.60415167
643.56436, 0.60489869
643.58936, 0.60552649
643.61436, 0.60604044
643.63936, 0.60644623
643.66437, 0.60674988
643.68937, 0.60695767
643.71437, 0.60707610
643.73937, 0.60711183
643.76438, 0.60707166
643.78938, 0.60696242
643.81438, 0.60679094
643.83938, 0.60656398
643.86439, 0.60628815
643.88939, 0.60596987
643.91439, 0.60561528
643.93939, 0.60523015
643.96440, 0.60481988
643.98940, 0.60438938
644.01440, 0.60394302
644.03940, 0.60348459
644.06441, 0.60301725
644.08941, 0.60254350
644.11441, 0.60206509
644.13941, 0.60158309
644.16442, 0.60109779
644.18942, 0.60060873
644.21442, 0.60011473
644.23942, 0.59961384
644.26443, 0.59910345
644.28943, 0.59858024
644.31443, 0.59804030
644.33943, 0.59747911
644.36444, 0.59689168
644.38944, 0.59627255
644.41444, 0.59561591
644.43944, 0.59491566
644.46445, 0.59416549
644.48945, 0.59335897
644.51445, 0.59248966
644.53945, 0.59155115
644.56446, 0.59053721
644.58946, 0.58944183
644.61446, 0.58825931
644.63946, 0.58698435
644.66447, 0.58561214
644.68947, 0.58413842
644.71447, 0.58255952
644.73947, 0.58087247
644.76448, 0.57907503
644.78948, 0.57716572
644.81448, 0.57514390
644.83948, 0.57300976
644.86449, 0.57076438
644.88949, 0.56840971
644.91449, 0.56594860
644.93949, 0.56338480
644.96450, 0.56072292
644.98950, 0.55796844
645.01450, 0.55512763
645.03950, 0.55220758
645.06451, 0.54921606
645.08951, 0.54616153
645.11451, 0.54305304
645.13951, 0.53990014
645.16452, 0.53671283
645.18952, 0.53350141
645.21452, 0.53027643
645.23952, 0.52704859
645.26453, 0.52382858
645.28953, 0.52062705
645.31453, 0.51745444
645.33953, 0.51432090
645.36454, 0.51123622
645.38954, 0.50820969
645.41454, 0.50525006
645.43954, 0.50236543
645.46455, 0.49956321
645.48955, 0.49685005
645.51455, 0.49423183
645.53955, 0.49171361
645.56456, 0.48929962
645.58956, 0.48699329
645.61456, 0.48479722
645.63956, 0.48271327
645.66457, 0.48074255
645.68957, 0.47888553
645.71457, 0.47714202
645.73957, 0.47551136
645.76458, 0.47399238
645.78958, 0.47258358
645.81458, 0.47128317
645.83958, 0.47008916
645.86459, 0.46899948
645.88959, 0.46801203
645.91459, 0.46712479
645.93959, 0.46633589
645.96460, 0.46564366
645.98960, 0.46504673
646.01460, 0.46454404
646.03960, 0.46413492
646.06461, 0.46381910
646.08961, 0.46359670
646.11461, 0.46346831
646.13961, 0.46343490
646.16462, 0.46349786
646.18962, 0.46365893
646.21462, 0.46392020
646.23962, 0.46428402
646.26463, 0.46475295
646.28963, 0.46532967
646.31463, 0.46601696
646.33963, 0.46681752
646.36464, 0.46773399
646.38964, 0.46876874
646.41464, 0.46992390
646.43964, 0.47120114
646.46465, 0.47260169
646.48965, 0.47412617
646.51465, 0.47577459
646.53965, 0.47754617
646.56466, 0.47943941
646.58966, 0.48145190
646.61466, 0.48358039
646.63966, 0.48582071
646.66467, 0.48816775
646.68967, 0.49061548
646.71467, 0.49315697
646.73967, 0.49578438
646.76468, 0.49848905
646.78968, 0.50126149
646.81468, 0.50409153
646.83968, 0.50696830
646.86469, 0.50988039
646.88969, 0.51281591
646.91469, 0.51576259
646.93969, 0.51870786
