Wavelength [nm], absorption
560.05601, 0.64659893
560.08101, 0.64430816
560.10601, 0.64235756
560.13101, 0.64075854
560.15602, 0.63952037
560.18102, 0.63865007
560.20602, 0.63815235
560.23102, 0.63802955
560.25603, 0.63828160
560.28103, 0.63890604
560.30603, 0.63989801
560.33103, 0.64125035
560.35604, 0.64295365
560.38104, 0.64499637
560.40604, 0.64736494
560.43104, 0.65004394
560.45605, 0.65301624
560.48105, 0.65626320
560.50605, 0.65976487
560.53105, 0.66350017
560.55606, 0.66744711
560.58106, 0.67158304
560.60606, 0.67588481
560.63106, 0.68032901
560.65607, 0.68489218
560.68107, 0.68955097
560.70607, 0.69428236
560.73107, 0.69906383
560.75608, 0.70387345
560.78108, 0.70869011
560.80608, 0.71349354
560.83108, 0.71826449
560.85609, 0.72298475
560.88109, 0.72763723
560.90609, 0.73220602
560.93109, 0.73667639
560.95610, 0.74103479
560.98110, 0.74526890
561.00610, 0.74936754
561.03110, 0.75332068
561.05611, 0.75711939
561.08111, 0.76075581
561.10611, 0.76422304
561.13111, 0.76751516
561.15612, 0.77062708
561.18112, 0.77355455
561.20612, 0.77629405
561.23112, 0.77884273
561.25613, 0.78119835
561.28113, 0.78335921
561.30613, 0.78532412
561.33113, 0.78709230
561.35614, 0.78866335
561.38114, 0.79003723
561.40614, 0.79121416
561.43114, 0.79219464
561.45615, 0.79297937
561.48115, 0.79356929
561.50615, 0.79396550
561.53115, 0.79416925
561.55616, 0.79418199
561.58116, 0.79400530
561.60616, 0.79364093
561.63116, 0.79309080
561.65617, 0.79235701
561.68117, 0.79144187
561.70617, 0.79034791
561.73117, 0.78907791
561.75618, 0.78763492
561.78118, 0.78602232
561.80618, 0.78424384
561.83118, 0.78230360
561.85619, 0.78020613
561.88119, 0.77795646
561.90619, 0.77556011
561.93119, 0.77302316
561.95620, 0.77035226
561.98120, 0.76755470
562.00620, 0.76463841
562.03120, 0.76161197
562.05621, 0.75848468
562.08121, 0.75526652
562.10621, 0.75196816
562.13121, 0.74860095
562.15622, 0.74517691
562.18122, 0.74170869
562.20622, 0.73820948
562.23122, 0.73469304
562.25623, 0.73117352
562.28123, 0.72766547
562.30623, 0.72418367
562.33123, 0.72074304
562.35624, 0.71735856
562.38124, 0.71404508
562.40624, 0.71081722
562.43124, 0.70768923
562.45625, 0.70467484
562.48125, 0.70178710
562.50625, 0.69903831
562.53125, 0.69643982
562.55626, 0.69400194
562.58126, 0.69173382
562.60626, 0.68964339
562.63126, 0.68773724
562.65627, 0.68602059
562.68127, 0.68449722
562.70627, 0.68316950
562.73127, 0.68203835
562.75628, 0.68110326
562.78128, 0.68036237
562.80628, 0.67981249
562.83128, 0.67944921
562.85629, 0.67926695
562.88129, 0.67925911
562.90629, 0.67941818
562.93129, 0.67973580
562.95630, 0.68020300
562.98130, 0.68081023
563.00630, 0.68154753
563.03130, 0.68240468
563.05631, 0.68337130
563.08131, 0.68443698
563.10631, 0.68559136
563.13131, 0.68682430
563.15632, 0.68812591
563.18132, 0.68948667
563.20632, 0.69089745
563.23132, 0.69234967
563.25633, 0.69383522
563.28133, 0.69534661
563.30633, 0.69687692
563.33133, 0.69841988
563.35634, 0.69996980
563.38134, 0.70152165
563.40634, 0.70307100
563.43134, 0.70461401
563.45635, 0.70614744
563.48135, 0.70766858
563.50635, 0.70917523
563.53135, 0.71066570
563.55636, 0.71213870
563.58136, 0.71359338
563.60636, 0.71502923
563.63136, 0.71644607
563.65637, 0.71784397
563.68137, 0.71922326
563.70637, 0.72058443
563.73137, 0.72192814
563.75638, 0.72325515
563.78138, 0.72456628
563.80638, 0.72586240
563.83138, 0.72714438
563.85639, 0.72841305
563.88139, 0.72966919
563.90639, 0.73091351
563.93139, 0.73214658
563.95640, 0.73336889
563.98140, 0.73458076
564.00640, 0.73578236
564.03140, 0.73697369
564.05641, 0.73815460
564.08141, 0.73932471
564.10641, 0.74048350
564.13141, 0.74163024
564.15642, 0.74276401
564.18142, 0.74388372
564.20642, 0.74498808
564.23142, 0.74607564
564.25643, 0.74714477
564.28143, 0.74819369
564.30643, 0.74922046
564.33143, 0.75022301
564.35644, 0.75119915
564.38144, 0.75214655
564.40644, 0.75306280
564.43144, 0.75394539
564.45645, 0.75479177
564.48145, 0.75559929
564.50645, 0.75636530
564.53145, 0.75708708
564.55646, 0.75776193
564.58146, 0.75838717
564.60646, 0.75896009
564.63146, 0.75947807
564.65647, 0.75993852
564.68147, 0.76033891
564.70647, 0.76067679
564.73147, 0.76094983
564.75648, 0.76115579
564.78148, 0.76129255
564.80648, 0.76135813
564.83148, 0.76135069
564.85649, 0.76126856
564.88149, 0.76111021
564.90649, 0.76087431
564.93149, 0.76055970
564.95650, 0.76016542
564.98150, 0.75969070
565.00650, 0.75913499
565.03150, 0.75849793
565.05651, 0.75777939
565.08151, 0.75697945
565.10651, 0.75609843
565.13151, 0.75513685
565.15652, 0.75409550
565.18152, 0.75297537
565.20652, 0.75177770
565.23152, 0.75050396
565.25653, 0.74915588
565.28153, 0.74773540
565.30653, 0.74624473
565.33153, 0.74468632
565.35654, 0.74306287
565.38154, 0.74137731
565.40654, 0.73963286
565.43154, 0.73783297
565.45655, 0.73598133
565.48155, 0.73408192
565.50655, 0.73213895
565.53155, 0.73015691
565.55656, 0.72814052
565.58156, 0.72609478
565.60656, 0.72402491
565.63156, 0.72193641
565.65657, 0.71983499
565.68157, 0.71772660
565.70657, 0.71561740
565.73157, 0.71351377
565.75658, 0.71142224
565.78158, 0.70934952
565.80658, 0.70730246
565.83158, 0.70528800
565.85659, 0.70331316
565.88159, 0.70138500
565.90659, 0.69951056
565.93159, 0.69769686
565.95660, 0.69595079
565.98160, 0.69427913
566.00660, 0.69268843
566.03160, 0.69118501
566.05661, 0.68977491
566.08161, 0.68846378
566.10661, 0.68725688
566.13161, 0.68615903
566.15662, 0.68517455
566.18162, 0.68430720
566.20662, 0.68356019
566.23162, 0.68293612
566.25663, 0.68243694
566.28163, 0.68206399
566.30663, 0.68181793
566.33163, 0.68169878
566.35664, 0.68170590
566.38164, 0.68183804
566.40664, 0.68209331
566.43164, 0.68246928
566.45665, 0.68296295
566.48165, 0.68357082
566.50665, 0.68428898
566.53165, 0.68511307
566.55666, 0.68603843
566.58166, 0.68706008
566.60666, 0.68817283
566.63166, 0.68937132
566.65667, 0.69065007
566.68167, 0.69200353
566.70667, 0.69342614
566.73167, 0.69491238
566.75668, 0.69645679
566.78168, 0.69805402
566.80668, 0.69969887
566.83168, 0.70138628
566.85669, 0.70311137
566.88169, 0.70486947
566.90669, 0.70665607
566.93169, 0.70846688
566.95670, 0.71029776
566.98170, 0.71214479
567.00670, 0.71400418
567.03170, 0.71587229
567.05671, 0.71774559
567.08171, 0.71962067
567.10671, 0.72149419
567.13171, 0.72336284
567.15672, 0.72522336
567.18172, 0.72707248
567.20672, 0.72890692
567.23172, 0.73072334
567.25673, 0.73251837
567.28173, 0.73428856
567.30673, 0.73603039
567.33173, 0.73774025
567.35674, 0.73941444
567.38174, 0.74104918
567.40674, 0.74264062
567.43174, 0.74418482
567.45675, 0.74567780
567.48175, 0.74711555
567.50675, 0.74849401
567.53175, 0.74980915
567.55676, 0.75105695
567.58176, 0.75223345
567.60676, 0.75333476
567.63176, 0.75435712
567.65677, 0.75529687
567.68177, 0.75615056
567.70677, 0.75691490
567.73177, 0.75758683
567.75678, 0.75816356
567.78178, 0.75864255
567.80678, 0.75902157
567.83178, 0.75929872
567.85679, 0.75947245
567.88179, 0.75954154
567.90679, 0.75950521
567.93179, 0.75936302
567.95680, 0.75911499
567.98180, 0.75876151
568.00680, 0.75830345
568.03180, 0.75774208
568.05681, 0.75707911
568.08181, 0.75631670
568.10681, 0.75545742
568.13181, 0.75450428
568.15682, 0.75346070
568.18182, 0.75233048
568.20682, 0.75111781
568.23182, 0.74982725
568.25683, 0.74846367
568.28183, 0.74703226
568.30683, 0.74553845
568.33183, 0.74398793
568.35684, 0.74238658
568.38184, 0.74074040
568.40684, 0.73905552
568.43184, 0.73733814
568.45685, 0.73559443
568.48185, 0.73383055
568.50685, 0.73205257
568.53185, 0.73026642
568.55686, 0.72847783
568.58186, 0.72669234
568.60686, 0.72491520
568.63186, 0.72315135
568.65687, 0.72140539
568.68187, 0.71968156
568.70687, 0.71798372
568.73187, 0.71631529
568.75688, 0.71467928
568.78188, 0.71307830
568.80688, 0.71151448
568.83188, 0.70998958
568.85689, 0.70850491
568.88189, 0.70706142
568.90689, 0.70565969
568.93189, 0.70429993
568.95690, 0.70298208
568.98190, 0.70170579
569.00690, 0.70047048
569.03190, 0.69927538
569.05691, 0.69811959
569.08191, 0.69700207
569.10691, 0.69592176
569.13191, 0.69487757
569.15692, 0.69386842
569.18192, 0.69289334
569.20692, 0.69195146
569.23192, 0.69104203
569.25693, 0.69016452
569.28193, 0.68931861
569.30693, 0.68850422
569.33193, 0.68772152
569.35694, 0.68697099
569.38194, 0.68625341
569.40694, 0.68556985
569.43194, 0.68492171
569.45695, 0.68431070
569.48195, 0.68373885
569.50695, 0.68320847
569.53195, 0.68272217
569.55696, 0.68228279
569.58196, 0.68189342
569.60696, 0.68155735
569.63196, 0.68127803
569.65697, 0.68105903
569.68197, 0.68090397
569.70697, 0.68081653
569.73197, 0.68080035
569.75698, 0.68085896
569.78198, 0.68099578
569.80698, 0.68121401
569.83198, 0.68151659
569.85699, 0.68190616
569.88199, 0.68238495
569.90699, 0.68295479
569.93199, 0.68361701
569.95700, 0.68437244
569.98200, 0.68522130
570.00700, 0.68616325
570.03200, 0.68719728
570.05701, 0.68832176
570.08201, 0.68953437
570.10701, 0.69083214
570.13201, 0.69221143
570.15702, 0.69366796
570.18202, 0.69519681
570.20702, 0.69679249
570.23202, 0.69844894
570.25703, 0.70015959
570.28203, 0.70191741
570.30703, 0.70371501
570.33203, 0.70554463
570.35704, 0.70739828
570.38204, 0.70926775
570.40704, 0.71114475
570.43204, 0.71302090
570.45705, 0.71488789
570.48205, 0.71673749
570.50705, 0.71856164
570.53205, 0.72035253
570.55706, 0.72210262
570.58206, 0.72380475
570.60706, 0.72545217
570.63206, 0.72703858
570.65707, 0.72855819
570.68207, 0.73000574
570.70707, 0.73137654
570.73207, 0.73266650
570.75708, 0.73387214
570.78208, 0.73499064
570.80708, 0.73601978
570.83208, 0.73695801
570.85709, 0.73780442
570.88209, 0.73855875
570.90709, 0.73922135
570.93209, 0.73979319
570.95710, 0.74027585
570.98210, 0.74067145
571.00710, 0.74098268
571.03210, 0.74121272
571.05711, 0.74136521
571.08211, 0.74144424
571.10711, 0.74145425
571.13211, 0.74140002
571.15712, 0.74128661
571.18212, 0.74111927
571.20712, 0.74090343
571.23212, 0.74064459
571.25713, 0.74034826
571.28213, 0.74001993
571.30713, 0.73966494
571.33213, 0.73928846
571.35714, 0.73889543
571.38214, 0.73849043
571.40714, 0.73807768
571.43214, 0.73766099
571.45715, 0.73724363
571.48215, 0.73682836
571.50715, 0.73641738
571.53215, 0.73601226
571.55716, 0.73561394
571.58216, 0.73522273
571.60716, 0.73483828
571.63216, 0.73445958
571.65717, 0.73408499
571.68217, 0.73371228
571.70717, 0.73333858
571.73217, 0.73296051
571.75718, 0.73257416
571.78218, 0.73217517
571.80718, 0.73175876
571.83218, 0.73131981
571.85719, 0.73085292
571.88219, 0.73035245
571.90719, 0.72981260
571.93219, 0.72922751
571.95720, 0.72859125
571.98220, 0.72789797
572.00720, 0.72714188
572.03220, 0.72631740
572.05721, 0.72541914
572.08221, 0.72444201
572.10721, 0.72338125
572.13221, 0.72223249
572.15722, 0.72099181
572.18222, 0.71965575
572.20722, 0.71822140
572.23222, 0.71668642
572.25723, 0.71504907
572.28223, 0.71330826
572.30723, 0.71146358
572.33223, 0.70951531
572.35724, 0.70746448
572.38224, 0.70531289
572.40724, 0.70306310
572.43224, 0.70071848
572.45725, 0.69828321
572.48225, 0.69576230
572.50725, 0.69316158
572.53225, 0.69048771
572.55726, 0.68774818
572.58226, 0.68495128
572.60726, 0.68210613
572.63226, 0.67922257
572.65727, 0.67631122
572.68227, 0.67338338
572.70727, 0.67045100
572.73227, 0.66752665
572.75728, 0.66462339
572.78228, 0.66175478
572.80728, 0.65893474
572.83228, 0.65617748
572.85729, 0.65349743
572.88229, 0.65090907
572.90729, 0.64842693
572.93229, 0.64606538
572.95730, 0.64383855
572.98230, 0.64176026
573.00730, 0.63984382
573.03230, 0.63810197
573.05731, 0.63654677
573.08231, 0.63518947
573.10731, 0.63404038
573.13231, 0.63310884
573.15732, 0.63240309
573.18232, 0.63193016
573.20732, 0.63169588
573.23232, 0.63170476
573.25733, 0.63195996
573.28233, 0.63246327
573.30733, 0.63321508
573.33233, 0.63421438
573.35734, 0.63545878
573.38234, 0.63694451
573.40734, 0.63866647
573.43234, 0.64061828
573.45735, 0.64279232
573.48235, 0.64517983
573.50735, 0.64777095
573.53235, 0.65055484
573.55736, 0.65351976
573.58236, 0.65665315
573.60736, 0.65994177
573.63236, 0.66337177
573.65737, 0.66692881
573.68237, 0.67059819
573.70737, 0.67436489
573.73237, 0.67821375
573.75738, 0.68212952
573.78238, 0.68609694
573.80738, 0.69010090
573.83238, 0.69412643
573.85739, 0.69815886
573.88239, 0.70218382
573.90739, 0.70618736
573.93239, 0.71015596
573.95740, 0.71407660
573.98240, 0.71793679
574.00740, 0.72172458
574.03240, 0.72542864
574.05741, 0.72903821
574.08241, 0.73254316
574.10741, 0.73593397
574.13241, 0.73920173
574.15742, 0.74233813
574.18242, 0.74533545
574.20742, 0.74818657
574.23242, 0.75088492
574.25743, 0.75342444
574.28243, 0.75579963
574.30743, 0.75800545
574.33243, 0.76003733
574.35744, 0.76189115
574.38244, 0.76356321
574.40744, 0.76505019
574.43244, 0.76634913
574.45745, 0.76745745
574.48245, 0.76837288
574.50745, 0.76909347
574.53245, 0.76961757
574.55746, 0.76994385
574.58246, 0.77007123
574.60746, 0.76999897
574.63246, 0.76972658
574.65747, 0.76925388
574.68247, 0.76858102
574.70747, 0.76770844
574.73247, 0.76663694
574.75748, 0.76536770
574.78248, 0.76390226
574.80748, 0.76224259
574.83248, 0.76039111
574.85749, 0.75835072
574.88249, 0.75612484
574.90749, 0.75371742
574.93249, 0.75113302
574.95750, 0.74837681
574.98250, 0.74545461
575.00750, 0.74237291
575.03250, 0.73913892
575.05751, 0.73576057
575.08251, 0.73224653
575.10751, 0.72860622
575.13251, 0.72484981
575.15752, 0.72098819
575.18252, 0.71703299
575.20752, 0.71299651
575.23252, 0.70889171
575.25753, 0.70473213
575.28253, 0.70053186
575.30753, 0.69630542
575.33253, 0.69206774
575.35754, 0.68783400
575.38254, 0.68361955
575.40754, 0.67943982
575.43254, 0.67531018
575.45755, 0.67124580
575.48255, 0.66726159
575.50755, 0.66337199
575.53255, 0.65959093
575.55756, 0.65593164
575.58256, 0.65240659
575.60756, 0.64902736
575.63256, 0.64580454
575.65757, 0.64274767
575.68257, 0.63986516
575.70757, 0.63716421
575.73257, 0.63465083
575.75758, 0.63232975
575.78258, 0.63020447
575.80758, 0.62827724
575.83258, 0.62654907
575.85759, 0.62501982
575.88259, 0.62368820
575.90759, 0.62255188
575.93259, 0.62160753
575.95760, 0.62085094
575.98260, 0.62027711
576.00760, 0.61988032
576.03260, 0.61965428
576.05761, 0.61959219
576.08261, 0.61968688
576.10761, 0.61993093
576.13261, 0.62031672
576.15762, 0.62083657
576.18262, 0.62148283
576.20762, 0.62224795
576.23262, 0.62312458
576.25763, 0.62410562
576.28263, 0.62518429
576.30763, 0.62635420
576.33263, 0.62760937
576.35764, 0.62894428
576.38264, 0.63035388
576.40764, 0.63183361
576.43264, 0.63337943
576.45765, 0.63498777
576.48265, 0.63665557
576.50765, 0.63838023
576.53265, 0.64015957
576.55766, 0.64199185
576.58266, 0.64387566
576.60766, 0.64580995
576.63266, 0.64779393
576.65767, 0.64982702
576.68267, 0.65190882
576.70767, 0.65403903
576.73267, 0.65621741
576.75768, 0.65844371
576.78268, 0.66071760
576.80768, 0.66303865
576.83268, 0.66540623
576.85769, 0.66781951
576.88269, 0.67027736
576.90769, 0.67277836
576.93269, 0.67532073
576.95770, 0.67790231
576.98270, 0.68052054
577.00770, 0.68317245
577.03270, 0.68585462
577.05771, 0.68856323
577.08271, 0.69129401
577.10771, 0.69404228
577.13271, 0.69680298
577.15772, 0.69957065
577.18272, 0.70233950
577.20772, 0.70510342
577.23272, 0.70785604
577.25773, 0.71059073
577.28273, 0.71330069
577.30773, 0.71597897
577.33273, 0.71861849
577.35774, 0.72121215
577.38274, 0.72375279
577.40774, 0.72623331
577.43274, 0.72864668
577.45775, 0.73098593
577.48275, 0.73324428
577.50775, 0.73541508
577.53275, 0.73749191
577.55776, 0.73946853
577.58276, 0.74133899
577.60776, 0.74309755
577.63276, 0.74473877
577.65777, 0.74625749
577.68277, 0.74764882
577.70777, 0.74890820
577.73277, 0.75003131
577.75778, 0.75101419
577.78278, 0.75185312
577.80778, 0.75254471
577.83278, 0.75308585
577.85779, 0.75347372
577.88279, 0.75370580
577.90779, 0.75377984
577.93279, 0.75369388
577.95780, 0.75344625
577.98280, 0.75303558
578.00780, 0.75246079
578.03280, 0.75172109
578.05781, 0.75081602
578.08281, 0.74974541
578.10781, 0.74850946
578.13281, 0.74710869
578.15782, 0.74554401
578.18282, 0.74381670
578.20782, 0.74192844
578.23282, 0.73988137
578.25783, 0.73767804
578.28283, 0.73532152
578.30783, 0.73281535
578.33283, 0.73016361
578.35784, 0.72737092
578.38284, 0.72444249
578.40784, 0.72138409
578.43284, 0.71820211
578.45785, 0.71490356
578.48285, 0.71149607
578.50785, 0.70798790
578.53285, 0.70438793
578.55786, 0.70070565
578.58286, 0.69695113
578.60786, 0.69313503
578.63286, 0.68926852
578.65787, 0.68536327
578.68287, 0.68143138
578.70787, 0.67748531
578.73287, 0.67353786
578.75788, 0.66960202
578.78288, 0.66569095
578.80788, 0.66181784
578.83288, 0.65799587
578.85789, 0.65423806
578.88289, 0.65055720
578.90789, 0.64696574
578.93289, 0.64347569
578.95790, 0.64009853
578.98290, 0.63684511
579.00790, 0.63372557
579.03290, 0.63074927
579.05791, 0.62792471
579.08291, 0.62525949
579.10791, 0.62276024
579.13291, 0.62043262
579.15792, 0.61828128
579.18292, 0.61630985
579.20792, 0.61452099
579.23292, 0.61291635
579.25793, 0.61149666
579.28293, 0.61026172
579.30793, 0.60921051
579.33293, 0.60834122
579.35794, 0.60765132
579.38294, 0.60713766
579.40794, 0.60679653
579.43294, 0.60662374
579.45795, 0.60661474
579.48295, 0.60676465
579.50795, 0.60706838
579.53295, 0.60752068
579.55796, 0.60811625
579.58296, 0.60884976
579.60796, 0.60971594
579.63296, 0.61070963
579.65797, 0.61182580
579.68297, 0.61305960
579.70797, 0.61440641
579.73297, 0.61586182
579.75798, 0.61742164
579.78298, 0.61908194
579.80798, 0.62083902
579.83298, 0.62268938
579.85799, 0.62462974
579.88299, 0.62665697
579.90799, 0.62876810
579.93299, 0.63096028
579.95800, 0.63323073
579.98300, 0.63557669
580.00800, 0.63799541
580.03300, 0.64048412
580.05801, 0.64303993
580.08301, 0.64565987
580.10801, 0.64834080
580.13301, 0.65107938
580.15802, 0.65387208
580.18302, 0.65671513
580.20802, 0.65960447
580.23302, 0.66253580
580.25803, 0.66550450
580.28303, 0.66850569
580.30803, 0.67153416
580.33303, 0.67458444
580.35804, 0.67765077
580.38304, 0.68072710
580.40804, 0.68380717
580.43304, 0.68688447
580.45805, 0.68995229
580.48305, 0.69300375
580.50805, 0.69603182
580.53305, 0.69902937
580.55806, 0.70198920
580.58306, 0.70490405
580.60806, 0.70776667
580.63306, 0.71056983
580.65807, 0.71330637
580.68307, 0.71596921
580.70807, 0.71855141
580.73307, 0.72104619
580.75808, 0.72344694
580.78308, 0.72574726
580.80808, 0.72794100
580.83308, 0.73002224
580.85809, 0.73198534
580.88309, 0.73382495
580.90809, 0.73553603
580.93309, 0.73711382
580.95810, 0.73855394
580.98310, 0.73985230
581.00810, 0.74100516
581.03310, 0.74200916
581.05811, 0.74286126
581.08311, 0.74355881
581.10811, 0.74409953
581.13311, 0.74448150
581.15812, 0.74470321
581.18312, 0.74476354
581.20812, 0.74466175
581.23312, 0.74439756
581.25813, 0.74397108
581.28313, 0.74338285
581.30813, 0.74263390
581.33313, 0.74172569
581.35814, 0.74066016
581.38314, 0.73943976
581.40814, 0.73806743
581.43314, 0.73654663
581.45815, 0.73488134
581.48315, 0.73307611
581.50815, 0.73113602
581.53315, 0.72906669
581.55816, 0.72687433
581.58316, 0.72456568
581.60816, 0.72214804
581.63316, 0.71962924
581.65817, 0.71701763
581.68317, 0.71432206
581.70817, 0.71155184
581.73317, 0.70871671
581.75818, 0.70582679
581.78318, 0.70289252
581.80818, 0.69992463
581.83318, 0.69693403
581.85819, 0.69393180
581.88319, 0.69092903
581.90819, 0.68793682
581.93319, 0.68496615
581.95820, 0.68202778
581.98320, 0.67913220
582.00820, 0.67628951
582.03320, 0.67350935
582.05821, 0.67080079
582.08321, 0.66817227
582.10821, 0.66563153
582.13321, 0.66318550
582.15822, 0.66084031
582.18322, 0.65860116
582.20822, 0.65647234
582.23322, 0.65445717
582.25823, 0.65255801
582.28323, 0.65077621
582.30823, 0.64911217
582.33323, 0.64756531
582.35824, 0.64613412
582.38324, 0.64481623
582.40824, 0.64360839
582.43324, 0.64250662
582.45825, 0.64150619
582.48325, 0.64060176
582.50825, 0.63978742
582.53325, 0.63905681
582.55826, 0.63840318
582.58326, 0.63781952
582.60826, 0.63729858
582.63326, 0.63683304
582.65827, 0.63641559
582.68327, 0.63603895
582.70827, 0.63569606
582.73327, 0.63538007
582.75828, 0.63508450
582.78328, 0.63480324
582.80828, 0.63453070
582.83328, 0.63426178
582.85829, 0.63399203
582.88329, 0.63371764
582.90829, 0.63343549
582.93329, 0.63314322
582.95830, 0.63283924
582.98330, 0.63252279
583.00830, 0.63219390
583.03330, 0.63185349
583.05831, 0.63150331
583.08331, 0.63114595
583.10831, 0.63078487
583.13331, 0.63042434
583.15832, 0.63006944
583.18332, 0.62972601
583.20832, 0.62940063
583.23332, 0.62910055
583.25833, 0.62883363
583.28333, 0.62860827
583.30833, 0.62843333
583.33333, 0.62831803
583.35834, 0.62827189
583.38334, 0.62830456
583.40834, 0.62842574
583.43334, 0.62864507
583.45835, 0.62897198
583.48335, 0.62941556
583.50835, 0.62998442
583.53335, 0.63068660
583.55836, 0.63152936
583.58336, 0.63251915
583.60836, 0.63366139
583.63336, 0.63496044
583.65837, 0.63641946
583.68337, 0.63804033
583.70837, 0.63982357
583.73337, 0.64176830
583.75838, 0.64387224
583.78338, 0.64613160
583.80838, 0.64854120
583.83338, 0.65109442
583.85839, 0.65378328
583.88339, 0.65659849
583.90839, 0.65952957
583.93339, 0.66256491
583.95840, 0.66569194
583.98340, 0.66889720
584.00840, 0.67216652
584.03340, 0.67548517
584.05841, 0.67883798
584.08341, 0.68220955
584.10841, 0.68558431
584.13341, 0.68894676
584.15842, 0.69228157
584.18342, 0.69557370
584.20842, 0.69880855
584.23342, 0.70197205
584.25843, 0.70505078
584.28343, 0.70803204
584.30843, 0.71090395
584.33343, 0.71365548
584.35844, 0.71627652
584.38344, 0.71875792
584.40844, 0.72109152
584.43344, 0.72327014
584.45845, 0.72528766
584.48345, 0.72713894
584.50845, 0.72881988
584.53345, 0.73032737
584.55846, 0.73165933
584.58346, 0.73281465
584.60846, 0.73379317
584.63346, 0.73459570
584.65847, 0.73522396
584.68347, 0.73568058
584.70847, 0.73596906
584.73347, 0.73609375
584.75848, 0.73605980
584.78348, 0.73587317
584.80848, 0.73554052
584.83348, 0.73506925
584.85849, 0.73446737
584.88349, 0.73374352
584.90849, 0.73290685
584.93349, 0.73196697
584.95850, 0.73093390
584.98350, 0.72981794
585.00850, 0.72862963
585.03350, 0.72737960
585.05851, 0.72607848
585.08351, 0.72473684
585.10851, 0.72336498
585.13351, 0.72197291
585.15852, 0.72057015
585.18352, 0.71916568
585.20852, 0.71776776
585.23352, 0.71638389
585.25853, 0.71502065
585.28353, 0.71368363
585.30853, 0.71237739
585.33353, 0.71110531
585.35854, 0.70986962
585.38354, 0.70867131
585.40854, 0.70751016
585.43354, 0.70638470
585.45855, 0.70529225
585.48355, 0.70422895
585.50855, 0.70318980
585.53355, 0.70216875
585.55856, 0.70115877
585.58356, 0.70015191
585.60856, 0.69913947
585.63356, 0.69811204
585.65857, 0.69705964
585.68357, 0.69597187
585.70857, 0.69483800
585.73357, 0.69364707
585.75858, 0.69238809
585.78358, 0.69105008
585.80858, 0.68962225
585.83358, 0.68809407
585.85859, 0.68645541
585.88359, 0.68469666
585.90859, 0.68280878
585.93359, 0.68078349
585.95860, 0.67861327
585.98360, 0.67629154
586.00860, 0.67381271
586.03360, 0.67117226
586.05861, 0.66836688
586.08361, 0.66539449
586.10861, 0.66225437
586.13361, 0.65894725
586.15862, 0.65547533
586.18362, 0.65184243
586.20862, 0.64805398
586.23362, 0.64411717
586.25863, 0.64004092
586.28363, 0.63583598
586.30863, 0.63151495
586.33363, 0.62709229
586.35864, 0.62258433
586.38364, 0.61800925
586.40864, 0.61338704
586.43364, 0.60873944
586.45865, 0.60408986
586.48365, 0.59946325
586.50865, 0.59488598
586.53365, 0.59038562
586.55866, 0.58599080
586.58366, 0.58173094
586.60866, 0.57763600
586.63366, 0.57373620
586.65867, 0.57006171
586.68367, 0.56664232
586.70867, 0.56350712
586.73367, 0.56068416
586.75868, 0.55820007
586.78368, 0.55607973
586.80868, 0.55434595
586.83368, 0.55301917
586.85869, 0.55211712
586.88369, 0.55165461
586.90869, 0.55164326
586.93369, 0.55209139
586.95870, 0.55300381
586.98370, 0.55438178
587.00870, 0.55622299
587.03370, 0.55852154
587.05871, 0.56126802
587.08371, 0.56444968
587.10871, 0.56805052
587.13371, 0.57205159
587.15872, 0.57643117
587.18372, 0.58116509
587.20872, 0.58622704
587.23372, 0.59158890
587.25873, 0.59722105
587.28373, 0.60309277
587.30873, 0.60917256
587.33373, 0.61542846
587.35874, 0.62182844
587.38374, 0.62834062
587.40874, 0.63493365
587.43374, 0.64157689
587.45875, 0.64824070
587.48375, 0.65489660
587.50875, 0.66151748
587.53375, 0.66807770
587.55876, 0.67455320
587.58376, 0.68092162
587.60876, 0.68716231
587.63376, 0.69325633
587.65877, 0.69918651
587.68377, 0.70493739
587.70877, 0.71049516
587.73377, 0.71584765
587.75878, 0.72098422
587.78378, 0.72589567
587.80878, 0.73057420
587.83378, 0.73501325
587.85879, 0.73920748
587.88379, 0.74315257
587.90879, 0.74684522
587.93379, 0.75028299
587.95880, 0.75346422
587.98380, 0.75638795
588.00880, 0.75905382
588.03380, 0.76146204
588.05881, 0.76361323
588.08381, 0.76550844
588.10881, 0.76714907
588.13381, 0.76853677
588.15882, 0.76967348
588.18382, 0.77056134
588.20882, 0.77120268
588.23382, 0.77159999
588.25883, 0.77175592
588.28383, 0.77167326
588.30883, 0.77135495
588.33383, 0.77080408
588.35884, 0.77002390
588.38384, 0.76901781
588.40884, 0.76778943
588.43384, 0.76634258
588.45885, 0.76468133
588.48385, 0.76280999
588.50885, 0.76073319
588.53385, 0.75845589
588.55886, 0.75598341
588.58386, 0.75332145
588.60886, 0.75047615
588.63386, 0.74745411
588.65887, 0.74426240
588.68387, 0.74090861
588.70887, 0.73740088
588.73387, 0.73374787
588.75888, 0.72995882
588.78388, 0.72604353
588.80888, 0.72201239
588.83388, 0.71787632
588.85889, 0.71364681
588.88389, 0.70933584
588.90889, 0.70495592
588.93389, 0.70051997
588.95890, 0.69604132
588.98390, 0.69153362
589.00890, 0.68701081
589.03390, 0.68248700
589.05891, 0.67797640
589.08391, 0.67349326
589.10891, 0.66905171
589.13391, 0.66466572
589.15892, 0.66034896
