wavelength [nm], relative absorbance
533.75338, 0.75811787
533.76838, 0.75870391
533.78338, 0.75932832
533.79838, 0.75998970
533.81338, 0.76068662
533.82838, 0.76141756
533.84338, 0.76218094
533.85839, 0.76297515
533.87339, 0.76379849
533.88839, 0.76464925
533.90339, 0.76552566
533.91839, 0.76642589
533.93339, 0.76734810
533.94839, 0.76829040
533.96340, 0.76925088
533.97840, 0.77022760
533.99340, 0.77121859
534.00840, 0.77222188
534.02340, 0.77323546
534.03840, 0.77425733
534.05341, 0.77528547
534.06841, 0.77631788
534.08341, 0.77735252
534.09841, 0.77838739
534.11341, 0.77942049
534.12841, 0.78044983
534.14341, 0.78147343
534.15842, 0.78248934
534.17342, 0.78349563
534.18842, 0.78449039
534.20342, 0.78547175
534.21842, 0.78643787
534.23342, 0.78738694
534.24842, 0.78831721
534.26343, 0.78922695
534.27843, 0.79011449
534.29343, 0.79097821
534.30843, 0.79181654
534.32343, 0.79262795
534.33843, 0.79341099
534.35344, 0.79416427
534.36844, 0.79488643
534.38344, 0.79557621
534.39844, 0.79623241
534.41344, 0.79685387
534.42844, 0.79743954
534.44344, 0.79798842
534.45845, 0.79849958
534.47345, 0.79897217
534.48845, 0.79940542
534.50345, 0.79979862
534.51845, 0.80015117
534.53345, 0.80046250
534.54845, 0.80073217
534.56346, 0.80095979
534.57846, 0.80114504
534.59346, 0.80128771
534.60846, 0.80138764
534.62346, 0.80144477
534.63846, 0.80145910
534.65347, 0.80143073
534.66847, 0.80135981
534.68347, 0.80124660
534.69847, 0.80109140
534.71347, 0.80089462
534.72847, 0.80065671
534.74347, 0.80037822
534.75848, 0.80005976
534.77348, 0.79970199
534.78848, 0.79930567
534.80348, 0.79887161
534.81848, 0.79840067
534.83348, 0.79789381
534.84848, 0.79735200
534.86349, 0.79677630
534.87849, 0.79616782
534.89349, 0.79552771
534.90849, 0.79485719
534.92349, 0.79415750
534.93849, 0.79342996
534.95350, 0.79267589
534.96850, 0.79189668
534.98350, 0.79109375
534.99850, 0.79026855
535.01350, 0.78942256
535.02850, 0.78855728
535.04350, 0.78767425
535.05851, 0.78677502
535.07351, 0.78586117
535.08851, 0.78493427
535.10351, 0.78399595
535.11851, 0.78304779
535.13351, 0.78209143
535.14851, 0.78112848
535.16352, 0.78016056
535.17852, 0.77918928
535.19352, 0.77821628
535.20852, 0.77724313
535.22352, 0.77627145
535.23852, 0.77530282
535.25353, 0.77433879
535.26853, 0.77338091
535.28353, 0.77243071
535.29853, 0.77148968
535.31353, 0.77055930
535.32853, 0.76964101
535.34353, 0.76873622
535.35854, 0.76784631
535.37354, 0.76697263
535.38854, 0.76611649
535.40354, 0.76527914
535.41854, 0.76446181
535.43354, 0.76366569
535.44854, 0.76289192
535.46355, 0.76214158
535.47855, 0.76141571
535.49355, 0.76071532
535.50855, 0.76004134
535.52355, 0.75939467
535.53855, 0.75877615
535.55356, 0.75818657
535.56856, 0.75762665
535.58356, 0.75709709
535.59856, 0.75659850
535.61356, 0.75613144
535.62856, 0.75569644
535.64356, 0.75529395
535.65857, 0.75492436
535.67357, 0.75458802
535.68857, 0.75428521
535.70357, 0.75401617
535.71857, 0.75378106
535.73357, 0.75358001
535.74857, 0.75341308
535.76358, 0.75328027
535.77858, 0.75318154
535.79358, 0.75311680
535.80858, 0.75308588
535.82358, 0.75308858
535.83858, 0.75312466
535.85359, 0.75319379
535.86859, 0.75329564
535.88359, 0.75342980
535.89859, 0.75359582
535.91359, 0.75379321
535.92859, 0.75402143
535.94359, 0.75427990
535.95860, 0.75456801
535.97360, 0.75488508
535.98860, 0.75523043
536.00360, 0.75560332
536.01860, 0.75600297
536.03360, 0.75642859
536.04860, 0.75687933
536.06361, 0.75735433
536.07861, 0.75785269
536.09361, 0.75837350
536.10861, 0.75891580
536.12361, 0.75947862
536.13861, 0.76006096
536.15362, 0.76066182
536.16862, 0.76128016
536.18362, 0.76191493
536.19862, 0.76256507
536.21362, 0.76322948
536.22862, 0.76390710
536.24362, 0.76459680
536.25863, 0.76529749
536.27363, 0.76600804
536.28863, 0.76672733
536.30363, 0.76745424
536.31863, 0.76818763
536.33363, 0.76892639
536.34863, 0.76966936
536.36364, 0.77041544
536.37864, 0.77116350
536.39364, 0.77191241
536.40864, 0.77266108
536.42364, 0.77340838
536.43864, 0.77415324
536.45365, 0.77489456
536.46865, 0.77563128
536.48365, 0.77636234
536.49865, 0.77708669
536.51365, 0.77780331
536.52865, 0.77851117
536.54365, 0.77920930
536.55866, 0.77989672
536.57366, 0.78057246
536.58866, 0.78123560
536.60366, 0.78188523
536.61866, 0.78252046
536.63366, 0.78314042
536.64866, 0.78374428
536.66367, 0.78433122
536.67867, 0.78490046
536.69367, 0.78545123
536.70867, 0.78598280
536.72367, 0.78649448
536.73867, 0.78698559
536.75368, 0.78745548
536.76868, 0.78790355
536.78368, 0.78832921
536.79868, 0.78873191
536.81368, 0.78911114
536.82868, 0.78946641
536.84368, 0.78979728
536.85869, 0.79010333
536.87369, 0.79038416
536.88869, 0.79063945
536.90369, 0.79086886
536.91869, 0.79107213
536.93369, 0.79124900
536.94869, 0.79139927
536.96370, 0.79152276
536.97870, 0.79161935
536.99370, 0.79168891
537.00870, 0.79173140
537.02370, 0.79174677
537.03870, 0.79173503
537.05371, 0.79169621
537.06871, 0.79163040
537.08371, 0.79153770
537.09871, 0.79141826
537.11371, 0.79127225
537.12871, 0.79109989
537.14371, 0.79090142
537.15872, 0.79067713
537.17372, 0.79042732
537.18872, 0.79015235
537.20372, 0.78985260
537.21872, 0.78952847
537.23372, 0.78918040
537.24872, 0.78880887
537.26373, 0.78841438
537.27873, 0.78799745
537.29373, 0.78755866
537.30873, 0.78709858
537.32373, 0.78661784
537.33873, 0.78611707
537.35374, 0.78559693
537.36874, 0.78505813
537.38374, 0.78450137
537.39874, 0.78392739
537.41374, 0.78333695
537.42874, 0.78273082
537.44374, 0.78210981
537.45875, 0.78147474
537.47375, 0.78082644
537.48875, 0.78016576
537.50375, 0.77949357
537.51875, 0.77881075
537.53375, 0.77811820
537.54875, 0.77741682
537.56376, 0.77670752
537.57876, 0.77599125
537.59376, 0.77526892
537.60876, 0.77454149
537.62376, 0.77380990
537.63876, 0.77307510
537.65377, 0.77233805
537.66877, 0.77159971
537.68377, 0.77086104
537.69877, 0.77012300
537.71377, 0.76938654
537.72877, 0.76865263
537.74377, 0.76792220
537.75878, 0.76719620
537.77378, 0.76647558
537.78878, 0.76576127
537.80378, 0.76505418
537.81878, 0.76435523
537.83378, 0.76366532
537.84878, 0.76298534
537.86379, 0.76231616
537.87879, 0.76165864
537.89379, 0.76101363
537.90879, 0.76038195
537.92379, 0.75976441
537.93879, 0.75916181
537.95380, 0.75857490
537.96880, 0.75800445
537.98380, 0.75745119
537.99880, 0.75691580
538.01380, 0.75639898
538.02880, 0.75590138
538.04380, 0.75542363
538.05881, 0.75496634
538.07381, 0.75453009
538.08881, 0.75411542
538.10381, 0.75372285
538.11881, 0.75335289
538.13381, 0.75300599
538.14881, 0.75268259
538.16382, 0.75238308
538.17882, 0.75210785
538.19382, 0.75185722
538.20882, 0.75163152
538.22382, 0.75143101
538.23882, 0.75125593
538.25383, 0.75110651
538.26883, 0.75098290
538.28383, 0.75088526
538.29883, 0.75081370
538.31383, 0.75076828
538.32883, 0.75074906
538.34383, 0.75075604
538.35884, 0.75078920
538.37384, 0.75084846
538.38884, 0.75093375
538.40384, 0.75104493
538.41884, 0.75118184
538.43384, 0.75134429
538.44884, 0.75153204
538.46385, 0.75174485
538.47885, 0.75198241
538.49385, 0.75224440
538.50885, 0.75253047
538.52385, 0.75284022
538.53885, 0.75317323
538.55386, 0.75352907
538.56886, 0.75390724
538.58386, 0.75430723
538.59886, 0.75472852
538.61386, 0.75517053
538.62886, 0.75563267
538.64386, 0.75611432
538.65887, 0.75661483
538.67387, 0.75713354
538.68887, 0.75766974
538.70387, 0.75822273
538.71887, 0.75879175
538.73387, 0.75937604
538.74887, 0.75997482
538.76388, 0.76058728
538.77888, 0.76121261
538.79388, 0.76184995
538.80888, 0.76249845
538.82388, 0.76315723
538.83888, 0.76382540
538.85389, 0.76450207
538.86889, 0.76518631
538.88389, 0.76587720
538.89889, 0.76657379
538.91389, 0.76727515
538.92889, 0.76798031
538.94389, 0.76868831
538.95890, 0.76939818
538.97390, 0.77010895
538.98890, 0.77081964
539.00390, 0.77152927
539.01890, 0.77223687
539.03390, 0.77294146
539.04890, 0.77364204
539.06391, 0.77433766
539.07891, 0.77502734
539.09391, 0.77571011
539.10891, 0.77638502
539.12391, 0.77705111
539.13891, 0.77770743
539.15392, 0.77835307
539.16892, 0.77898709
539.18392, 0.77960858
539.19892, 0.78021666
539.21392, 0.78081044
539.22892, 0.78138905
539.24392, 0.78195166
539.25893, 0.78249743
539.27393, 0.78302556
539.28893, 0.78353525
539.30393, 0.78402573
539.31893, 0.78449628
539.33393, 0.78494616
539.34893, 0.78537468
539.36394, 0.78578117
539.37894, 0.78616498
539.39394, 0.78652551
539.40894, 0.78686216
539.42394, 0.78717437
539.43894, 0.78746162
539.45395, 0.78772340
539.46895, 0.78795926
539.48395, 0.78816876
539.49895, 0.78835149
539.51395, 0.78850709
539.52895, 0.78863522
539.54395, 0.78873558
539.55896, 0.78880792
539.57396, 0.78885200
539.58896, 0.78886762
539.60396, 0.78885463
539.61896, 0.78881291
539.63396, 0.78874238
539.64896, 0.78864298
539.66397, 0.78851472
539.67897, 0.78835760
539.69397, 0.78817171
539.70897, 0.78795714
539.72397, 0.78771403
539.73897, 0.78744256
539.75398, 0.78714294
539.76898, 0.78681543
539.78398, 0.78646030
539.79898, 0.78607790
539.81398, 0.78566858
539.82898, 0.78523273
539.84398, 0.78477079
539.85899, 0.78428323
539.87399, 0.78377055
539.88899, 0.78323329
539.90399, 0.78267203
539.91899, 0.78208736
539.93399, 0.78147993
539.94899, 0.78085040
539.96400, 0.78019948
539.97900, 0.77952790
539.99400, 0.77883642
540.00900, 0.77812583
540.02400, 0.77739695
540.03900, 0.77665062
540.05401, 0.77588773
540.06901, 0.77510916
540.08401, 0.77431585
540.09901, 0.77350873
540.11401, 0.77268878
540.12901, 0.77185698
540.14401, 0.77101435
540.15902, 0.77016192
540.17402, 0.76930073
540.18902, 0.76843185
540.20402, 0.76755635
540.21902, 0.76667534
540.23402, 0.76578991
540.24902, 0.76490120
540.26403, 0.76401032
540.27903, 0.76311842
540.29403, 0.76222664
540.30903, 0.76133614
540.32403, 0.76044807
540.33903, 0.75956360
540.35404, 0.75868390
540.36904, 0.75781011
540.38404, 0.75694342
540.39904, 0.75608498
540.41404, 0.75523595
540.42904, 0.75439748
540.44404, 0.75357072
540.45905, 0.75275682
540.47405, 0.75195689
540.48905, 0.75117207
540.50405, 0.75040344
540.51905, 0.74965212
540.53405, 0.74891916
540.54905, 0.74820564
540.56406, 0.74751258
540.57906, 0.74684102
540.59406, 0.74619195
540.60906, 0.74556634
540.62406, 0.74496515
540.63906, 0.74438930
540.65407, 0.74383968
540.66907, 0.74331717
540.68407, 0.74282260
540.69907, 0.74235677
540.71407, 0.74192047
540.72907, 0.74151442
540.74407, 0.74113932
540.75908, 0.74079584
540.77408, 0.74048461
540.78908, 0.74020621
540.80408, 0.73996117
540.81908, 0.73975001
540.83408, 0.73957319
540.84908, 0.73943110
540.86409, 0.73932413
540.87909, 0.73925258
540.89409, 0.73921674
540.90909, 0.73921683
540.92409, 0.73925302
540.93909, 0.73932544
540.95410, 0.73943415
540.96910, 0.73957918
540.98410, 0.73976050
540.99910, 0.73997803
541.01410, 0.74023162
541.02910, 0.74052109
541.04410, 0.74084619
541.05911, 0.74120662
541.07411, 0.74160203
541.08911, 0.74203200
541.10411, 0.74249607
541.11911, 0.74299373
541.13411, 0.74352440
541.14911, 0.74408745
541.16412, 0.74468221
541.17912, 0.74530793
541.19412, 0.74596383
541.20912, 0.74664908
541.22412, 0.74736277
541.23912, 0.74810397
541.25413, 0.74887169
541.26913, 0.74966487
541.28413, 0.75048244
541.29913, 0.75132326
541.31413, 0.75218615
541.32913, 0.75306987
541.34413, 0.75397317
541.35914, 0.75489474
541.37414, 0.75583322
541.38914, 0.75678723
541.40414, 0.75775534
541.41914, 0.75873611
541.43414, 0.75972805
541.44914, 0.76072963
541.46415, 0.76173931
541.47915, 0.76275552
541.49415, 0.76377667
541.50915, 0.76480114
541.52415, 0.76582730
541.53915, 0.76685351
541.55416, 0.76787809
541.56916, 0.76889937
541.58416, 0.76991568
541.59916, 0.77092533
541.61416, 0.77192663
541.62916, 0.77291789
541.64416, 0.77389743
541.65917, 0.77486357
541.67417, 0.77581463
541.68917, 0.77674897
541.70417, 0.77766493
541.71917, 0.77856089
541.73417, 0.77943524
541.74917, 0.78028640
541.76418, 0.78111281
541.77918, 0.78191295
541.79418, 0.78268532
541.80918, 0.78342846
541.82418, 0.78414095
541.83918, 0.78482141
541.85419, 0.78546848
541.86919, 0.78608089
541.88419, 0.78665738
541.89919, 0.78719676
541.91419, 0.78769789
541.92919, 0.78815967
541.94419, 0.78858108
541.95920, 0.78896115
541.97420, 0.78929897
541.98920, 0.78959370
542.00420, 0.78984456
542.01920, 0.79005084
542.03420, 0.79021191
542.04920, 0.79032718
542.06421, 0.79039617
542.07921, 0.79041844
542.09421, 0.79039366
542.10921, 0.79032155
542.12421, 0.79020191
542.13921, 0.79003463
542.15422, 0.78981966
542.16922, 0.78955705
542.18422, 0.78924692
542.19922, 0.78888945
542.21422, 0.78848494
542.22922, 0.78803374
542.24422, 0.78753629
542.25923, 0.78699310
542.27423, 0.78640477
542.28923, 0.78577197
542.30423, 0.78509545
542.31923, 0.78437604
542.33423, 0.78361464
542.34923, 0.78281223
542.36424, 0.78196985
542.37924, 0.78108862
542.39424, 0.78016974
542.40924, 0.77921446
542.42424, 0.77822410
542.43924, 0.77720006
542.45425, 0.77614377
542.46925, 0.77505676
542.48425, 0.77394058
542.49925, 0.77279685
542.51425, 0.77162725
542.52925, 0.77043350
542.54425, 0.76921737
542.55926, 0.76798068
542.57426, 0.76672526
542.58926, 0.76545303
542.60426, 0.76416589
542.61926, 0.76286582
542.63426, 0.76155479
542.64926, 0.76023481
542.66427, 0.75890792
542.67927, 0.75757617
542.69427, 0.75624161
542.70927, 0.75490633
542.72427, 0.75357241
542.73927, 0.75224193
542.75428, 0.75091698
542.76928, 0.74959964
542.78428, 0.74829199
542.79928, 0.74699610
542.81428, 0.74571401
542.82928, 0.74444776
542.84428, 0.74319936
542.85929, 0.74197080
542.87429, 0.74076404
542.88929, 0.73958101
542.90429, 0.73842359
542.91929, 0.73729364
542.93429, 0.73619298
542.94929, 0.73512337
542.96430, 0.73408652
542.97930, 0.73308411
542.99430, 0.73211775
543.00930, 0.73118898
543.02430, 0.73029932
543.03930, 0.72945018
543.05431, 0.72864294
543.06931, 0.72787889
543.08431, 0.72715926
543.09931, 0.72648520
543.11431, 0.72585780
543.12931, 0.72527806
543.14431, 0.72474690
543.15932, 0.72426516
543.17432, 0.72383360
543.18932, 0.72345291
543.20432, 0.72312366
543.21932, 0.72284638
543.23432, 0.72262146
543.24932, 0.72244925
543.26433, 0.72232997
543.27933, 0.72226378
543.29433, 0.72225073
543.30933, 0.72229079
543.32433, 0.72238384
543.33933, 0.72252967
543.35434, 0.72272795
543.36934, 0.72297831
543.38434, 0.72328025
543.39934, 0.72363320
543.41434, 0.72403648
543.42934, 0.72448936
543.44434, 0.72499099
543.45935, 0.72554044
543.47435, 0.72613671
543.48935, 0.72677870
543.50435, 0.72746526
543.51935, 0.72819512
543.53435, 0.72896696
543.54935, 0.72977938
543.56436, 0.73063091
543.57936, 0.73152000
543.59436, 0.73244505
543.60936, 0.73340439
543.62436, 0.73439627
543.63936, 0.73541890
543.65437, 0.73647044
543.66937, 0.73754899
543.68437, 0.73865259
543.69937, 0.73977925
543.71437, 0.74092693
543.72937, 0.74209355
543.74437, 0.74327701
543.75938, 0.74447516
543.77438, 0.74568584
543.78938, 0.74690684
543.80438, 0.74813596
543.81938, 0.74937098
543.83438, 0.75060964
543.84938, 0.75184971
543.86439, 0.75308893
543.87939, 0.75432506
543.89439, 0.75555585
543.90939, 0.75677906
543.92439, 0.75799248
543.93939, 0.75919389
543.95440, 0.76038111
543.96940, 0.76155198
543.98440, 0.76270438
543.99940, 0.76383619
544.01440, 0.76494537
544.02940, 0.76602988
544.04440, 0.76708776
544.05941, 0.76811708
544.07441, 0.76911596
544.08941, 0.77008257
544.10441, 0.77101516
544.11941, 0.77191202
544.13441, 0.77277152
544.14941, 0.77359208
544.16442, 0.77437222
544.17942, 0.77511050
544.19442, 0.77580558
544.20942, 0.77645619
544.22442, 0.77706114
544.23942, 0.77761932
544.25443, 0.77812971
544.26943, 0.77859139
544.28443, 0.77900350
544.29943, 0.77936530
544.31443, 0.77967611
544.32943, 0.77993538
544.34443, 0.78014262
544.35944, 0.78029745
544.37444, 0.78039958
544.38944, 0.78044882
544.40444, 0.78044508
544.41944, 0.78038836
544.43444, 0.78027875
544.44944, 0.78011643
544.46445, 0.77990170
544.47945, 0.77963494
544.49445, 0.77931660
544.50945, 0.77894727
544.52445, 0.77852758
544.53945, 0.77805828
544.55446, 0.77754020
544.56946, 0.77697426
544.58446, 0.77636145
544.59946, 0.77570286
544.61446, 0.77499964
544.62946, 0.77425302
544.64446, 0.77346432
544.65947, 0.77263492
544.67447, 0.77176627
544.68947, 0.77085987
544.70447, 0.76991732
544.71947, 0.76894024
544.73447, 0.76793032
544.74947, 0.76688932
544.76448, 0.76581901
544.77948, 0.76472125
544.79448, 0.76359790
544.80948, 0.76245089
544.82448, 0.76128216
544.83948, 0.76009370
544.85449, 0.75888752
544.86949, 0.75766563
544.88449, 0.75643010
544.89949, 0.75518298
544.91449, 0.75392634
544.92949, 0.75266226
544.94449, 0.75139283
544.95950, 0.75012011
544.97450, 0.74884619
544.98950, 0.74757313
545.00450, 0.74630297
545.01950, 0.74503776
545.03450, 0.74377950
545.04950, 0.74253018
545.06451, 0.74129178
545.07951, 0.74006620
545.09451, 0.73885535
545.10951, 0.73766109
545.12451, 0.73648523
545.13951, 0.73532954
545.15452, 0.73419574
545.16952, 0.73308550
545.18452, 0.73200045
545.19952, 0.73094215
545.21452, 0.72991210
545.22952, 0.72891175
545.24452, 0.72794247
545.25953, 0.72700559
545.27453, 0.72610236
545.28953, 0.72523395
545.30453, 0.72440148
545.31953, 0.72360598
545.33453, 0.72284842
545.34953, 0.72212969
545.36454, 0.72145060
545.37954, 0.72081190
545.39454, 0.72021425
545.40954, 0.71965822
545.42454, 0.71914433
545.43954, 0.71867300
545.45455, 0.71824458
545.46955, 0.71785934
545.48455, 0.71751747
545.49955, 0.71721908
545.51455, 0.71696422
545.52955, 0.71675282
545.54455, 0.71658479
545.55956, 0.71645992
545.57456, 0.71637794
545.58956, 0.71633852
545.60456, 0.71634123
545.61956, 0.71638558
545.63456, 0.71647104
545.64956, 0.71659696
545.66457, 0.71676265
545.67957, 0.71696737
545.69457, 0.71721030
545.70957, 0.71749054
545.72457, 0.71780717
545.73957, 0.71815919
545.75458, 0.71854555
545.76958, 0.71896515
545.78458, 0.71941683
545.79958, 0.71989939
545.81458, 0.72041159
545.82958, 0.72095214
545.84458, 0.72151971
545.85959, 0.72211293
545.87459, 0.72273040
545.88959, 0.72337069
545.90459, 0.72403233
545.91959, 0.72471383
545.93459, 0.72541367
545.94959, 0.72613033
545.96460, 0.72686224
545.97960, 0.72760783
545.99460, 0.72836552
546.00960, 0.72913371
546.02460, 0.72991079
546.03960, 0.73069517
546.05461, 0.73148522
546.06961, 0.73227935
546.08461, 0.73307594
546.09961, 0.73387339
546.11461, 0.73467011
546.12961, 0.73546452
546.14461, 0.73625506
546.15962, 0.73704017
546.17462, 0.73781832
546.18962, 0.73858800
546.20462, 0.73934772
546.21962, 0.74009604
546.23462, 0.74083150
546.24962, 0.74155273
546.26463, 0.74225834
546.27963, 0.74294701
546.29463, 0.74361744
546.30963, 0.74426837
546.32463, 0.74489860
546.33963, 0.74550696
546.35464, 0.74609231
546.36964, 0.74665359
546.38464, 0.74718976
546.39964, 0.74769985
546.41464, 0.74818292
546.42964, 0.74863811
546.44464, 0.74906460
546.45965, 0.74946161
546.47465, 0.74982846
546.48965, 0.75016448
546.50465, 0.75046909
546.51965, 0.75074176
546.53465, 0.75098202
546.54965, 0.75118946
546.56466, 0.75136375
546.57966, 0.75150460
546.59466, 0.75161178
546.60966, 0.75168515
546.62466, 0.75172461
546.63966, 0.75173014
546.65467, 0.75170176
546.66967, 0.75163957
546.68467, 0.75154374
546.69967, 0.75141449
546.71467, 0.75125210
546.72967, 0.75105692
546.74467, 0.75082937
546.75968, 0.75056990
546.77468, 0.75027904
546.78968, 0.74995739
546.80468, 0.74960558
546.81968, 0.74922431
546.83468, 0.74881434
546.84968, 0.74837646
546.86469, 0.74791155
546.87969, 0.74742049
546.89469, 0.74690425
546.90969, 0.74636383
546.92469, 0.74580028
546.93969, 0.74521467
546.95470, 0.74460814
546.96970, 0.74398186
546.98470, 0.74333701
546.99970, 0.74267484
547.01470, 0.74199661
547.02970, 0.74130360
547.04470, 0.74059714
547.05971, 0.73987857
547.07471, 0.73914925
547.08971, 0.73841055
547.10471, 0.73766386
547.11971, 0.73691060
547.13471, 0.73615216
547.14971, 0.73538998
547.16472, 0.73462546
547.17972, 0.73386003
547.19472, 0.73309512
547.20972, 0.73233212
547.22472, 0.73157244
547.23972, 0.73081748
547.25473, 0.73006861
547.26973, 0.72932718
547.28473, 0.72859454
547.29973, 0.72787200
547.31473, 0.72716084
547.32973, 0.72646233
547.34473, 0.72577768
547.35974, 0.72510809
547.37474, 0.72445472
547.38974, 0.72381868
547.40474, 0.72320104
547.41974, 0.72260282
547.43474, 0.72202502
547.44974, 0.72146855
547.46475, 0.72093431
547.47975, 0.72042312
547.49475, 0.71993574
547.50975, 0.71947291
547.52475, 0.71903527
547.53975, 0.71862342
547.55476, 0.71823791
547.56976, 0.71787920
547.58476, 0.71754771
547.59976, 0.71724379
547.61476, 0.71696772
547.62976, 0.71671971
547.64476, 0.71649992
547.65977, 0.71630843
547.67477, 0.71614527
547.68977, 0.71601038
547.70477, 0.71590365
547.71977, 0.71582489
547.73477, 0.71577387
547.74977, 0.71575028
547.76478, 0.71575373
547.77978, 0.71578379
547.79478, 0.71583995
547.80978, 0.71592167
547.82478, 0.71602831
547.83978, 0.71615920
547.85479, 0.71631360
547.86979, 0.71649073
547.88479, 0.71668973
547.89979, 0.71690972
547.91479, 0.71714975
547.92979, 0.71740884
547.94479, 0.71768595
547.95980, 0.71798001
547.97480, 0.71828991
547.98980, 0.71861450
548.00480, 0.71895259
548.01980, 0.71930298
548.03480, 0.71966442
548.04980, 0.72003565
548.06481, 0.72041539
548.07981, 0.72080233
548.09481, 0.72119515
548.10981, 0.72159252
548.12481, 0.72199309
548.13981, 0.72239553
548.15482, 0.72279847
548.16982, 0.72320059
548.18482, 0.72360052
548.19982, 0.72399693
548.21482, 0.72438850
548.22982, 0.72477390
548.24482, 0.72515185
548.25983, 0.72552107
548.27483, 0.72588029
548.28983, 0.72622829
548.30483, 0.72656388
548.31983, 0.72688587
548.33483, 0.72719313
548.34983, 0.72748456
548.36484, 0.72775911
548.37984, 0.72801575
548.39484, 0.72825350
548.40984, 0.72847144
548.42484, 0.72866869
548.43984, 0.72884441
548.45485, 0.72899783
548.46985, 0.72912822
548.48485, 0.72923491
548.49985, 0.72931728
548.51485, 0.72937479
548.52985, 0.72940694
548.54485, 0.72941328
548.55986, 0.72939345
548.57486, 0.72934713
548.58986, 0.72927408
548.60486, 0.72917410
548.61986, 0.72904708
548.63486, 0.72889295
548.64986, 0.72871172
548.66487, 0.72850345
548.67987, 0.72826827
548.69487, 0.72800637
548.70987, 0.72771802
548.72487, 0.72740351
548.73987, 0.72706324
548.75488, 0.72669763
548.76988, 0.72630719
548.78488, 0.72589245
548.79988, 0.72545402
548.81488, 0.72499257
548.82988, 0.72450881
548.84488, 0.72400351
548.85989, 0.72347747
548.87489, 0.72293156
548.88989, 0.72236668
548.90489, 0.72178379
548.91989, 0.72118387
548.93489, 0.72056794
548.94989, 0.71993709
548.96490, 0.71929239
548.97990, 0.71863499
548.99490, 0.71796604
549.00990, 0.71728673
549.02490, 0.71659827
549.03990, 0.71590188
549.05491, 0.71519883
549.06991, 0.71449036
549.08491, 0.71377776
549.09991, 0.71306232
549.11491, 0.71234533
549.12991, 0.71162810
549.14491, 0.71091192
549.15992, 0.71019810
549.17492, 0.70948794
549.18992, 0.70878274
549.20492, 0.70808377
549.21992, 0.70739230
549.23492, 0.70670961
549.24992, 0.70603694
549.26493, 0.70537550
549.27993, 0.70472651
549.29493, 0.70409115
549.30993, 0.70347056
549.32493, 0.70286588
549.33993, 0.70227821
549.35494, 0.70170860
549.36994, 0.70115810
549.38494, 0.70062769
549.39994, 0.70011834
549.41494, 0.69963095
549.42994, 0.69916640
549.44494, 0.69872553
549.45995, 0.69830912
549.47495, 0.69791792
549.48995, 0.69755262
549.50495, 0.69721387
549.51995, 0.69690226
549.53495, 0.69661833
549.54995, 0.69636259
549.56496, 0.69613548
549.57996, 0.69593737
549.59496, 0.69576862
549.60996, 0.69562950
549.62496, 0.69552023
549.63996, 0.69544099
549.65497, 0.69539189
549.66997, 0.69537300
549.68497, 0.69538432
549.69997, 0.69542580
549.71497, 0.69549733
549.72997, 0.69559876
549.74497, 0.69572988
549.75998, 0.69589041
549.77498, 0.69608003
549.78998, 0.69629837
549.80498, 0.69654500
549.81998, 0.69681944
549.83498, 0.69712117
549.84998, 0.69744960
549.86499, 0.69780412
549.87999, 0.69818405
549.89499, 0.69858866
549.90999, 0.69901719
549.92499, 0.69946884
549.93999, 0.69994275
549.95500, 0.70043803
549.97000, 0.70095376
549.98500, 0.70148895
550.00000, 0.70204262
550.01500, 0.70261371
550.03000, 0.70320117
550.04500, 0.70380388
550.06001, 0.70442072
550.07501, 0.70505052
550.09001, 0.70569212
550.10501, 0.70634428
550.12001, 0.70700580
550.13501, 0.70767543
550.15002, 0.70835189
550.16502, 0.70903391
550.18002, 0.70972020
550.19502, 0.71040945
550.21002, 0.71110035
550.22502, 0.71179159
550.24002, 0.71248183
550.25503, 0.71316975
550.27003, 0.71385403
550.28503, 0.71453333
550.30003, 0.71520635
550.31503, 0.71587176
550.33003, 0.71652825
550.34503, 0.71717453
550.36004, 0.71780932
550.37504, 0.71843134
550.39004, 0.71903935
550.40504, 0.71963210
550.42004, 0.72020838
550.43504, 0.72076700
550.45005, 0.72130679
550.46505, 0.72182661
550.48005, 0.72232535
550.49505, 0.72280193
550.51005, 0.72325528
550.52505, 0.72368440
550.54005, 0.72408829
550.55506, 0.72446602
550.57006, 0.72481668
550.58506, 0.72513939
550.60006, 0.72543333
550.61506, 0.72569771
550.63006, 0.72593179
550.64506, 0.72613488
550.66007, 0.72630633
550.67507, 0.72644554
550.69007, 0.72655194
550.70507, 0.72662504
550.72007, 0.72666439
550.73507, 0.72666958
550.75008, 0.72664025
550.76508, 0.72657612
550.78008, 0.72647693
550.79508, 0.72634250
550.81008, 0.72617268
550.82508, 0.72596740
550.84008, 0.72572661
550.85509, 0.72545036
550.87009, 0.72513871
550.88509, 0.72479180
550.90009, 0.72440982
550.91509, 0.72399302
550.93009, 0.72354169
550.94509, 0.72305618
550.96010, 0.72253689
550.97510, 0.72198429
550.99010, 0.72139888
551.00510, 0.72078122
551.02010, 0.72013192
551.03510, 0.71945164
551.05011, 0.71874109
551.06511, 0.71800103
551.08011, 0.71723225
551.09511, 0.71643561
551.11011, 0.71561200
551.12511, 0.71476234
551.14011, 0.71388763
551.15512, 0.71298887
551.17012, 0.71206712
551.18512, 0.71112347
551.20012, 0.71015905
551.21512, 0.70917502
