wavelength [nm], relative absorbance
538.67387, 0.46804252
538.68887, 0.46650796
538.70387, 0.46491308
538.71887, 0.46326089
538.73387, 0.46155450
538.74887, 0.45979710
538.76388, 0.45799199
538.77888, 0.45614253
538.79388, 0.45425217
538.80888, 0.45232441
538.82388, 0.45036282
538.83888, 0.44837104
538.85389, 0.44635274
538.86889, 0.44431164
538.88389, 0.44225150
538.89889, 0.44017610
538.91389, 0.43808926
538.92889, 0.43599479
538.94389, 0.43389654
538.95890, 0.43179834
538.97390, 0.42970403
538.98890, 0.42761742
539.00390, 0.42554234
539.01890, 0.42348256
539.03390, 0.42144183
539.04890, 0.41942388
539.06391, 0.41743238
539.07891, 0.41547096
539.09391, 0.41354318
539.10891, 0.41165255
539.12391, 0.40980253
539.13891, 0.40799646
539.15392, 0.40623766
539.16892, 0.40452932
539.18392, 0.40287455
539.19892, 0.40127639
539.21392, 0.39973776
539.22892, 0.39826146
539.24392, 0.39685021
539.25893, 0.39550661
539.27393, 0.39423313
539.28893, 0.39303213
539.30393, 0.39190584
539.31893, 0.39085635
539.33393, 0.38988565
539.34893, 0.38899555
539.36394, 0.38818776
539.37894, 0.38746383
539.39394, 0.38682517
539.40894, 0.38627304
539.42394, 0.38580857
539.43894, 0.38543271
539.45395, 0.38514630
539.46895, 0.38495001
539.48395, 0.38484433
539.49895, 0.38482965
539.51395, 0.38490617
539.52895, 0.38507394
539.54395, 0.38533289
539.55896, 0.38568275
539.57396, 0.38612313
539.58896, 0.38665349
539.60396, 0.38727312
539.61896, 0.38798119
539.63396, 0.38877669
539.64896, 0.38965851
539.66397, 0.39062536
539.67897, 0.39167582
539.69397, 0.39280836
539.70897, 0.39402128
539.72397, 0.39531276
539.73897, 0.39668087
539.75398, 0.39812354
539.76898, 0.39963859
539.78398, 0.40122371
539.79898, 0.40287650
539.81398, 0.40459442
539.82898, 0.40637486
539.84398, 0.40821510
539.85899, 0.41011232
539.87399, 0.41206361
539.88899, 0.41406599
539.90399, 0.41611638
539.91899, 0.41821166
539.93399, 0.42034860
539.94899, 0.42252394
539.96400, 0.42473435
539.97900, 0.42697645
539.99400, 0.42924681
540.00900, 0.43154196
540.02400, 0.43385841
540.03900, 0.43619263
540.05401, 0.43854106
540.06901, 0.44090014
540.08401, 0.44326629
540.09901, 0.44563592
540.11401, 0.44800546
540.12901, 0.45037132
540.14401, 0.45272994
540.15902, 0.45507778
540.17402, 0.45741131
540.18902, 0.45972705
540.20402, 0.46202155
540.21902, 0.46429137
540.23402, 0.46653317
540.24902, 0.46874362
540.26403, 0.47091947
540.27903, 0.47305751
540.29403, 0.47515462
540.30903, 0.47720775
540.32403, 0.47921391
540.33903, 0.48117021
540.35404, 0.48307384
540.36904, 0.48492207
540.38404, 0.48671229
540.39904, 0.48844195
540.41404, 0.49010865
540.42904, 0.49171007
540.44404, 0.49324399
540.45905, 0.49470832
540.47405, 0.49610109
540.48905, 0.49742044
540.50405, 0.49866463
540.51905, 0.49983205
540.53405, 0.50092121
540.54905, 0.50193076
540.56406, 0.50285948
540.57906, 0.50370626
540.59406, 0.50447016
540.60906, 0.50515035
540.62406, 0.50574615
540.63906, 0.50625699
540.65407, 0.50668247
540.66907, 0.50702232
540.68407, 0.50727639
540.69907, 0.50744469
540.71407, 0.50752736
540.72907, 0.50752466
540.74407, 0.50743701
540.75908, 0.50726496
540.77408, 0.50700919
540.78908, 0.50667050
540.80408, 0.50624984
540.81908, 0.50574829
540.83408, 0.50516703
540.84908, 0.50450740
540.86409, 0.50377084
540.87909, 0.50295891
540.89409, 0.50207330
540.90909, 0.50111580
540.92409, 0.50008831
540.93909, 0.49899285
540.95410, 0.49783154
540.96910, 0.49660658
540.98410, 0.49532030
540.99910, 0.49397509
541.01410, 0.49257346
541.02910, 0.49111797
541.04410, 0.48961128
541.05911, 0.48805612
541.07411, 0.48645530
541.08911, 0.48481168
541.10411, 0.48312818
541.11911, 0.48140780
541.13411, 0.47965356
541.14911, 0.47786855
541.16412, 0.47605590
541.17912, 0.47421875
541.19412, 0.47236030
541.20912, 0.47048377
541.22412, 0.46859238
541.23912, 0.46668940
541.25413, 0.46477809
541.26913, 0.46286170
541.28413, 0.46094352
541.29913, 0.45902679
541.31413, 0.45711478
541.32913, 0.45521071
541.34413, 0.45331780
541.35914, 0.45143925
541.37414, 0.44957821
541.38914, 0.44773780
541.40414, 0.44592111
541.41914, 0.44413119
541.43414, 0.44237101
541.44914, 0.44064352
541.46415, 0.43895160
541.47915, 0.43729805
541.49415, 0.43568563
541.50915, 0.43411703
541.52415, 0.43259483
541.53915, 0.43112158
541.55416, 0.42969971
541.56916, 0.42833158
541.58416, 0.42701947
541.59916, 0.42576555
541.61416, 0.42457191
541.62916, 0.42344054
541.64416, 0.42237332
541.65917, 0.42137203
541.67417, 0.42043836
541.68917, 0.41957389
541.70417, 0.41878007
541.71917, 0.41805825
541.73417, 0.41740969
541.74917, 0.41683551
541.76418, 0.41633672
541.77918, 0.41591422
541.79418, 0.41556879
541.80918, 0.41530109
541.82418, 0.41511168
541.83918, 0.41500098
541.85419, 0.41496931
541.86919, 0.41501684
541.88419, 0.41514368
541.89919, 0.41534976
541.91419, 0.41563493
541.92919, 0.41599892
541.94419, 0.41644134
541.95920, 0.41696169
541.97420, 0.41755936
541.98920, 0.41823361
542.00420, 0.41898362
542.01920, 0.41980844
542.03420, 0.42070703
542.04920, 0.42167824
542.06421, 0.42272081
542.07921, 0.42383339
542.09421, 0.42501454
542.10921, 0.42626272
542.12421, 0.42757628
542.13921, 0.42895352
542.15422, 0.43039262
542.16922, 0.43189170
542.18422, 0.43344879
542.19922, 0.43506183
542.21422, 0.43672872
542.22922, 0.43844727
542.24422, 0.44021522
542.25923, 0.44203025
542.27423, 0.44388999
542.28923, 0.44579201
542.30423, 0.44773383
542.31923, 0.44971291
542.33423, 0.45172669
542.34923, 0.45377253
542.36424, 0.45584780
542.37924, 0.45794980
542.39424, 0.46007582
542.40924, 0.46222312
542.42424, 0.46438894
542.43924, 0.46657050
542.45425, 0.46876501
542.46925, 0.47096967
542.48425, 0.47318166
542.49925, 0.47539819
542.51425, 0.47761645
542.52925, 0.47983363
542.54425, 0.48204694
542.55926, 0.48425361
542.57426, 0.48645087
542.58926, 0.48863598
542.60426, 0.49080624
542.61926, 0.49295894
542.63426, 0.49509143
542.64926, 0.49720110
542.66427, 0.49928535
542.67927, 0.50134165
542.69427, 0.50336750
542.70927, 0.50536046
542.72427, 0.50731811
542.73927, 0.50923813
542.75428, 0.51111822
542.76928, 0.51295617
542.78428, 0.51474980
542.79928, 0.51649701
542.81428, 0.51819579
542.82928, 0.51984417
542.84428, 0.52144026
542.85929, 0.52298226
542.87429, 0.52446843
542.88929, 0.52589712
542.90429, 0.52726675
542.91929, 0.52857584
542.93429, 0.52982299
542.94929, 0.53100687
542.96430, 0.53212626
542.97930, 0.53318002
542.99430, 0.53416710
543.00930, 0.53508656
543.02430, 0.53593751
543.03930, 0.53671921
543.05431, 0.53743096
543.06931, 0.53807220
543.08431, 0.53864245
543.09931, 0.53914131
543.11431, 0.53956850
543.12931, 0.53992383
543.14431, 0.54020720
543.15932, 0.54041862
543.17432, 0.54055818
543.18932, 0.54062608
543.20432, 0.54062261
543.21932, 0.54054815
543.23432, 0.54040319
543.24932, 0.54018830
543.26433, 0.53990414
543.27933, 0.53955148
543.29433, 0.53913115
543.30933, 0.53864411
543.32433, 0.53809137
543.33933, 0.53747404
543.35434, 0.53679332
543.36934, 0.53605048
543.38434, 0.53524688
543.39934, 0.53438397
543.41434, 0.53346324
543.42934, 0.53248629
543.44434, 0.53145478
543.45935, 0.53037042
543.47435, 0.52923503
543.48935, 0.52805046
543.50435, 0.52681862
543.51935, 0.52554150
543.53435, 0.52422114
543.54935, 0.52285963
543.56436, 0.52145910
543.57936, 0.52002175
543.59436, 0.51854981
543.60936, 0.51704555
543.62436, 0.51551129
543.63936, 0.51394938
543.65437, 0.51236219
543.66937, 0.51075214
543.68437, 0.50912165
543.69937, 0.50747320
543.71437, 0.50580925
543.72937, 0.50413229
543.74437, 0.50244483
543.75938, 0.50074939
543.77438, 0.49904849
543.78938, 0.49734464
543.80438, 0.49564038
543.81938, 0.49393821
543.83438, 0.49224066
543.84938, 0.49055022
543.86439, 0.48886938
543.87939, 0.48720061
543.89439, 0.48554637
543.90939, 0.48390909
543.92439, 0.48229117
543.93939, 0.48069500
543.95440, 0.47912290
543.96940, 0.47757721
543.98440, 0.47606019
543.99940, 0.47457408
544.01440, 0.47312108
544.02940, 0.47170333
544.04440, 0.47032294
544.05941, 0.46898197
544.07441, 0.46768241
544.08941, 0.46642622
544.10441, 0.46521530
544.11941, 0.46405147
544.13441, 0.46293651
544.14941, 0.46187215
544.16442, 0.46086002
544.17942, 0.45990173
544.19442, 0.45899878
544.20942, 0.45815264
544.22442, 0.45736468
544.23942, 0.45663622
544.25443, 0.45596849
544.26943, 0.45536267
544.28443, 0.45481984
544.29943, 0.45434102
544.31443, 0.45392715
544.32943, 0.45357910
544.34443, 0.45329765
544.35944, 0.45308351
544.37444, 0.45293730
544.38944, 0.45285958
544.40444, 0.45285081
544.41944, 0.45291138
544.43444, 0.45304160
544.44944, 0.45324169
544.46445, 0.45351181
544.47945, 0.45385201
544.49445, 0.45426228
544.50945, 0.45474253
544.52445, 0.45529257
544.53945, 0.45591215
544.55446, 0.45660094
544.56946, 0.45735851
544.58446, 0.45818436
544.59946, 0.45907793
544.61446, 0.46003856
544.62946, 0.46106551
544.64446, 0.46215799
544.65947, 0.46331511
544.67447, 0.46453590
544.68947, 0.46581934
544.70447, 0.46716432
544.71947, 0.46856966
544.73447, 0.47003412
544.74947, 0.47155636
544.76448, 0.47313501
544.77948, 0.47476860
544.79448, 0.47645562
544.80948, 0.47819447
544.82448, 0.47998351
544.83948, 0.48182101
544.85449, 0.48370521
544.86949, 0.48563427
544.88449, 0.48760630
544.89949, 0.48961936
544.91449, 0.49167144
544.92949, 0.49376050
544.94449, 0.49588443
544.95950, 0.49804109
544.97450, 0.50022827
544.98950, 0.50244373
545.00450, 0.50468521
545.01950, 0.50695037
545.03450, 0.50923686
545.04950, 0.51154228
545.06451, 0.51386422
545.07951, 0.51620020
545.09451, 0.51854776
545.10951, 0.52090439
545.12451, 0.52326755
545.13951, 0.52563469
545.15452, 0.52800325
545.16952, 0.53037065
545.18452, 0.53273429
545.19952, 0.53509157
545.21452, 0.53743989
545.22952, 0.53977665
545.24452, 0.54209922
545.25953, 0.54440501
545.27453, 0.54669141
545.28953, 0.54895585
545.30453, 0.55119573
545.31953, 0.55340851
545.33453, 0.55559165
545.34953, 0.55774261
545.36454, 0.55985891
545.37954, 0.56193809
545.39454, 0.56397771
545.40954, 0.56597538
545.42454, 0.56792873
545.43954, 0.56983544
545.45455, 0.57169325
545.46955, 0.57349993
545.48455, 0.57525329
545.49955, 0.57695123
545.51455, 0.57859167
545.52955, 0.58017262
545.54455, 0.58169212
545.55956, 0.58314831
545.57456, 0.58453938
545.58956, 0.58586359
545.60456, 0.58711928
545.61956, 0.58830487
545.63456, 0.58941885
545.64956, 0.59045980
545.66457, 0.59142638
545.67957, 0.59231734
545.69457, 0.59313151
545.70957, 0.59386782
545.72457, 0.59452529
545.73957, 0.59510304
545.75458, 0.59560027
545.76958, 0.59601630
545.78458, 0.59635054
545.79958, 0.59660248
545.81458, 0.59677175
545.82958, 0.59685806
545.84458, 0.59686123
545.85959, 0.59678118
545.87459, 0.59661795
545.88959, 0.59637166
545.90459, 0.59604256
545.91959, 0.59563101
545.93459, 0.59513746
545.94959, 0.59456248
545.96460, 0.59390673
545.97960, 0.59317100
545.99460, 0.59235616
546.00960, 0.59146322
546.02460, 0.59049326
546.03960, 0.58944748
546.05461, 0.58832719
546.06961, 0.58713378
546.08461, 0.58586877
546.09961, 0.58453375
546.11461, 0.58313043
546.12961, 0.58166060
546.14461, 0.58012614
546.15962, 0.57852905
546.17462, 0.57687138
546.18962, 0.57515530
546.20462, 0.57338304
546.21962, 0.57155694
546.23462, 0.56967940
546.24962, 0.56775289
546.26463, 0.56577997
546.27963, 0.56376327
546.29463, 0.56170549
546.30963, 0.55960938
546.32463, 0.55747776
546.33963, 0.55531352
546.35464, 0.55311959
546.36964, 0.55089896
546.38464, 0.54865467
546.39964, 0.54638978
546.41464, 0.54410744
546.42964, 0.54181079
546.44464, 0.53950303
546.45965, 0.53718738
546.47465, 0.53486709
546.48965, 0.53254544
546.50465, 0.53022570
546.51965, 0.52791119
546.53465, 0.52560522
546.54965, 0.52331110
546.56466, 0.52103217
546.57966, 0.51877175
546.59466, 0.51653314
546.60966, 0.51431966
546.62466, 0.51213459
546.63966, 0.50998122
546.65467, 0.50786279
546.66967, 0.50578254
546.68467, 0.50374366
546.69967, 0.50174930
546.71467, 0.49980261
546.72967, 0.49790666
546.74467, 0.49606450
546.75968, 0.49427910
546.77468, 0.49255341
546.78968, 0.49089031
546.80468, 0.48929261
546.81968, 0.48776307
546.83468, 0.48630437
546.84968, 0.48491912
546.86469, 0.48360986
546.87969, 0.48237906
546.89469, 0.48122908
546.90969, 0.48016221
546.92469, 0.47918066
546.93969, 0.47828654
546.95470, 0.47748185
546.96970, 0.47676851
546.98470, 0.47614834
546.99970, 0.47562303
547.01470, 0.47519420
547.02970, 0.47486332
547.04470, 0.47463178
547.05971, 0.47450084
547.07471, 0.47447163
547.08971, 0.47454519
547.10471, 0.47472241
547.11971, 0.47500407
547.13471, 0.47539081
547.14971, 0.47588316
547.16472, 0.47648151
547.17972, 0.47718611
547.19472, 0.47799709
547.20972, 0.47891444
547.22472, 0.47993801
547.23972, 0.48106753
547.25473, 0.48230256
547.26973, 0.48364256
547.28473, 0.48508681
547.29973, 0.48663450
547.31473, 0.48828463
547.32973, 0.49003610
547.34473, 0.49188764
547.35974, 0.49383786
547.37474, 0.49588523
547.38974, 0.49802806
547.40474, 0.50026456
547.41974, 0.50259278
547.43474, 0.50501063
547.44974, 0.50751590
547.46475, 0.51010624
547.47975, 0.51277917
547.49475, 0.51553210
547.50975, 0.51836228
547.52475, 0.52126687
547.53975, 0.52424288
547.55476, 0.52728724
547.56976, 0.53039671
547.58476, 0.53356800
547.59976, 0.53679766
547.61476, 0.54008217
547.62976, 0.54341789
547.64476, 0.54680109
547.65977, 0.55022796
547.67477, 0.55369456
547.68977, 0.55719692
547.70477, 0.56073096
547.71977, 0.56429253
547.73477, 0.56787741
547.74977, 0.57148133
547.76478, 0.57509994
547.77978, 0.57872885
547.79478, 0.58236363
547.80978, 0.58599980
547.82478, 0.58963285
547.83978, 0.59325822
547.85479, 0.59687136
547.86979, 0.60046768
547.88479, 0.60404259
547.89979, 0.60759149
547.91479, 0.61110979
547.92979, 0.61459291
547.94479, 0.61803627
547.95980, 0.62143534
547.97480, 0.62478559
547.98980, 0.62808255
548.00480, 0.63132179
548.01980, 0.63449891
548.03480, 0.63760958
548.04980, 0.64064954
548.06481, 0.64361460
548.07981, 0.64650062
548.09481, 0.64930358
548.10981, 0.65201952
548.12481, 0.65464460
548.13981, 0.65717505
548.15482, 0.65960725
548.16982, 0.66193766
548.18482, 0.66416288
548.19982, 0.66627962
548.21482, 0.66828473
548.22982, 0.67017520
548.24482, 0.67194816
548.25983, 0.67360088
548.27483, 0.67513080
548.28983, 0.67653549
548.30483, 0.67781270
548.31983, 0.67896035
548.33483, 0.67997651
548.34983, 0.68085944
548.36484, 0.68160756
548.37984, 0.68221949
548.39484, 0.68269402
548.40984, 0.68303013
548.42484, 0.68322697
548.43984, 0.68328391
548.45485, 0.68320049
548.46985, 0.68297646
548.48485, 0.68261173
548.49985, 0.68210646
548.51485, 0.68146095
548.52985, 0.68067574
548.54485, 0.67975154
548.55986, 0.67868927
548.57486, 0.67749004
548.58986, 0.67615515
548.60486, 0.67468611
548.61986, 0.67308461
548.63486, 0.67135252
548.64986, 0.66949194
548.66487, 0.66750511
548.67987, 0.66539447
548.69487, 0.66316266
548.70987, 0.66081248
548.72487, 0.65834690
548.73987, 0.65576908
548.75488, 0.65308233
548.76988, 0.65029013
548.78488, 0.64739613
548.79988, 0.64440411
548.81488, 0.64131803
548.82988, 0.63814198
548.84488, 0.63488017
548.85989, 0.63153698
548.87489, 0.62811690
548.88989, 0.62462454
548.90489, 0.62106464
548.91989, 0.61744203
548.93489, 0.61376167
548.94989, 0.61002859
548.96490, 0.60624795
548.97990, 0.60242495
548.99490, 0.59856490
549.00990, 0.59467317
549.02490, 0.59075520
549.03990, 0.58681648
549.05491, 0.58286255
549.06991, 0.57889900
549.08491, 0.57493144
549.09991, 0.57096554
549.11491, 0.56700695
549.12991, 0.56306137
549.14491, 0.55913447
549.15992, 0.55523196
549.17492, 0.55135951
549.18992, 0.54752278
549.20492, 0.54372740
549.21992, 0.53997900
549.23492, 0.53628313
549.24992, 0.53264532
549.26493, 0.52907104
549.27993, 0.52556570
549.29493, 0.52213463
549.30993, 0.51878311
549.32493, 0.51551632
549.33993, 0.51233935
549.35494, 0.50925720
549.36994, 0.50627478
549.38494, 0.50339686
549.39994, 0.50062811
549.41494, 0.49797310
549.42994, 0.49543623
549.44494, 0.49302180
549.45995, 0.49073394
549.47495, 0.48857666
549.48995, 0.48655380
549.50495, 0.48466905
549.51995, 0.48292593
549.53495, 0.48132780
549.54995, 0.47987783
549.56496, 0.47857903
549.57996, 0.47743422
549.59496, 0.47644602
549.60996, 0.47561688
549.62496, 0.47494903
549.63996, 0.47444451
549.65497, 0.47410516
549.66997, 0.47393261
549.68497, 0.47392827
549.69997, 0.47409335
549.71497, 0.47442883
549.72997, 0.47493549
549.74497, 0.47561385
549.75998, 0.47646425
549.77498, 0.47748679
549.78998, 0.47868132
549.80498, 0.48004750
549.81998, 0.48158473
549.83498, 0.48329219
549.84998, 0.48516884
549.86499, 0.48721339
549.87999, 0.48942434
549.89499, 0.49179995
549.90999, 0.49433825
549.92499, 0.49703704
549.93999, 0.49989390
549.95500, 0.50290619
549.97000, 0.50607103
549.98500, 0.50938533
550.00000, 0.51284579
550.01500, 0.51644887
550.03000, 0.52019085
550.04500, 0.52406777
550.06001, 0.52807549
550.07501, 0.53220967
550.09001, 0.53646575
550.10501, 0.54083900
550.12001, 0.54532450
550.13501, 0.54991714
550.15002, 0.55461165
550.16502, 0.55940259
550.18002, 0.56428434
550.19502, 0.56925115
550.21002, 0.57429709
550.22502, 0.57941611
550.24002, 0.58460203
550.25503, 0.58984853
550.27003, 0.59514917
550.28503, 0.60049742
550.30003, 0.60588661
550.31503, 0.61131001
550.33003, 0.61676079
550.34503, 0.62223206
550.36004, 0.62771684
550.37504, 0.63320811
550.39004, 0.63869880
550.40504, 0.64418180
550.42004, 0.64964997
550.43504, 0.65509615
550.45005, 0.66051319
550.46505, 0.66589392
550.48005, 0.67123119
550.49505, 0.67651789
550.51005, 0.68174691
550.52505, 0.68691122
550.54005, 0.69200382
550.55506, 0.69701779
550.57006, 0.70194627
550.58506, 0.70678249
550.60006, 0.71151980
550.61506, 0.71615162
550.63006, 0.72067150
550.64506, 0.72507313
550.66007, 0.72935032
550.67507, 0.73349703
550.69007, 0.73750737
550.70507, 0.74137563
550.72007, 0.74509627
550.73507, 0.74866391
550.75008, 0.75207339
550.76508, 0.75531973
550.78008, 0.75839818
550.79508, 0.76130419
550.81008, 0.76403343
550.82508, 0.76658181
550.84008, 0.76894547
550.85509, 0.77112081
550.87009, 0.77310446
550.88509, 0.77489331
550.90009, 0.77648453
550.91509, 0.77787554
550.93009, 0.77906403
550.94509, 0.78004798
550.96010, 0.78082563
550.97510, 0.78139552
550.99010, 0.78175647
551.00510, 0.78190757
551.02010, 0.78184824
551.03510, 0.78157816
551.05011, 0.78109731
551.06511, 0.78040597
551.08011, 0.77950470
551.09511, 0.77839439
551.11011, 0.77707617
551.12511, 0.77555150
551.14011, 0.77382212
551.15512, 0.77189006
551.17012, 0.76975764
551.18512, 0.76742745
551.20012, 0.76490238
551.21512, 0.76218557
551.23012, 0.75928046
551.24512, 0.75619073
551.26013, 0.75292035
551.27513, 0.74947353
551.29013, 0.74585474
551.30513, 0.74206869
551.32013, 0.73812032
551.33513, 0.73401483
551.35014, 0.72975761
551.36514, 0.72535430
551.38014, 0.72081073
551.39514, 0.71613294
551.41014, 0.71132715
551.42514, 0.70639979
551.44014, 0.70135745
551.45515, 0.69620688
551.47015, 0.69095500
551.48515, 0.68560889
551.50015, 0.68017574
551.51515, 0.67466289
551.53015, 0.66907778
551.54515, 0.66342799
551.56016, 0.65772118
551.57516, 0.65196508
551.59016, 0.64616754
551.60516, 0.64033644
551.62016, 0.63447974
551.63516, 0.62860543
551.65017, 0.62272155
551.66517, 0.61683617
551.68017, 0.61095734
551.69517, 0.60509316
551.71017, 0.59925169
551.72517, 0.59344098
551.74017, 0.58766908
551.75518, 0.58194396
551.77018, 0.57627356
551.78518, 0.57066578
551.80018, 0.56512842
551.81518, 0.55966922
551.83018, 0.55429583
551.84518, 0.54901579
551.86019, 0.54383655
551.87519, 0.53876544
551.89019, 0.53380964
551.90519, 0.52897622
551.92019, 0.52427210
551.93519, 0.51970403
551.95020, 0.51527864
551.96520, 0.51100233
551.98020, 0.50688138
551.99520, 0.50292183
552.01020, 0.49912957
552.02520, 0.49551028
552.04020, 0.49206940
552.05521, 0.48881218
552.07021, 0.48574366
552.08521, 0.48286862
552.10021, 0.48019163
552.11521, 0.47771701
552.13021, 0.47544882
552.14521, 0.47339089
552.16022, 0.47154677
552.17522, 0.46991978
552.19022, 0.46851294
552.20522, 0.46732901
552.22022, 0.46637047
552.23522, 0.46563955
552.25023, 0.46513815
552.26523, 0.46486793
552.28023, 0.46483022
552.29523, 0.46502610
552.31023, 0.46545632
552.32523, 0.46612136
552.34023, 0.46702140
552.35524, 0.46815630
552.37024, 0.46952566
552.38524, 0.47112874
552.40024, 0.47296454
552.41524, 0.47503172
552.43024, 0.47732867
552.44524, 0.47985348
552.46025, 0.48260392
552.47525, 0.48557749
552.49025, 0.48877140
552.50525, 0.49218253
552.52025, 0.49580751
552.53525, 0.49964266
552.55026, 0.50368404
552.56526, 0.50792742
552.58026, 0.51236827
552.59526, 0.51700183
552.61026, 0.52182305
552.62526, 0.52682663
552.64026, 0.53200699
552.65527, 0.53735833
552.67027, 0.54287459
552.68527, 0.54854947
552.70027, 0.55437646
552.71527, 0.56034880
552.73027, 0.56645952
552.74527, 0.57270147
552.76028, 0.57906725
552.77528, 0.58554931
552.79028, 0.59213990
552.80528, 0.59883111
552.82028, 0.60561483
552.83528, 0.61248285
552.85029, 0.61942677
552.86529, 0.62643808
552.88029, 0.63350814
552.89529, 0.64062819
552.91029, 0.64778939
552.92529, 0.65498278
552.94029, 0.66219936
552.95530, 0.66943002
552.97030, 0.67666563
552.98530, 0.68389700
553.00030, 0.69111492
553.01530, 0.69831015
553.03030, 0.70547345
553.04530, 0.71259559
553.06031, 0.71966736
553.07531, 0.72667959
553.09031, 0.73362314
553.10531, 0.74048893
553.12031, 0.74726797
553.13531, 0.75395133
553.15032, 0.76053020
553.16532, 0.76699586
553.18032, 0.77333973
553.19532, 0.77955335
553.21032, 0.78562842
553.22532, 0.79155680
553.24032, 0.79733050
553.25533, 0.80294175
553.27033, 0.80838295
553.28533, 0.81364672
553.30033, 0.81872588
553.31533, 0.82361350
553.33033, 0.82830289
553.34533, 0.83278760
553.36034, 0.83706144
553.37534, 0.84111849
553.39034, 0.84495313
553.40534, 0.84856001
553.42034, 0.85193407
553.43534, 0.85507057
553.45035, 0.85796508
553.46535, 0.86061348
553.48035, 0.86301199
553.49535, 0.86515716
553.51035, 0.86704586
553.52535, 0.86867533
553.54035, 0.87004314
553.55536, 0.87114722
553.57036, 0.87198586
553.58536, 0.87255768
553.60036, 0.87286170
553.61536, 0.87289729
553.63036, 0.87266416
553.64536, 0.87216242
553.66037, 0.87139252
553.67537, 0.87035529
553.69037, 0.86905192
553.70537, 0.86748396
553.72037, 0.86565332
553.73537, 0.86356226
553.75038, 0.86121341
553.76538, 0.85860974
553.78038, 0.85575458
553.79538, 0.85265158
553.81038, 0.84930473
553.82538, 0.84571838
553.84038, 0.84189717
553.85539, 0.83784608
553.87039, 0.83357037
553.88539, 0.82907564
553.90039, 0.82436777
553.91539, 0.81945291
553.93039, 0.81433751
553.94539, 0.80902828
553.96040, 0.80353218
553.97540, 0.79785643
553.99040, 0.79200849
554.00540, 0.78599602
554.02040, 0.77982694
554.03540, 0.77350933
554.05041, 0.76705150
554.06541, 0.76046193
554.08041, 0.75374925
554.09541, 0.74692227
554.11041, 0.73998996
554.12541, 0.73296138
554.14041, 0.72584576
554.15542, 0.71865240
554.17042, 0.71139071
554.18542, 0.70407018
554.20042, 0.69670040
554.21542, 0.68929096
554.23042, 0.68185155
554.24542, 0.67439187
554.26043, 0.66692163
554.27543, 0.65945056
554.29043, 0.65198838
554.30543, 0.64454480
554.32043, 0.63712949
554.33543, 0.62975209
554.35044, 0.62242217
554.36544, 0.61514924
554.38044, 0.60794274
554.39544, 0.60081201
554.41044, 0.59376629
554.42544, 0.58681471
554.44044, 0.57996628
554.45545, 0.57322987
554.47045, 0.56661422
554.48545, 0.56012789
554.50045, 0.55377929
554.51545, 0.54757666
554.53045, 0.54152806
554.54545, 0.53564133
554.56046, 0.52992413
554.57546, 0.52438391
554.59046, 0.51902789
554.60546, 0.51386308
554.62046, 0.50889623
554.63546, 0.50413386
554.65047, 0.49958225
554.66547, 0.49524741
554.68047, 0.49113508
554.69547, 0.48725076
554.71047, 0.48359965
554.72547, 0.48018667
554.74047, 0.47701646
554.75548, 0.47409336
554.77048, 0.47142144
554.78548, 0.46900443
554.80048, 0.46684579
554.81548, 0.46494865
554.83048, 0.46331584
554.84548, 0.46194986
554.86049, 0.46085292
554.87549, 0.46002688
554.89049, 0.45947329
554.90549, 0.45919339
554.92049, 0.45918806
554.93549, 0.45945789
554.95050, 0.46000312
554.96550, 0.46082367
554.98050, 0.46191913
554.99550, 0.46328875
555.01050, 0.46493148
555.02550, 0.46684590
555.04050, 0.46903031
555.05551, 0.47148266
555.07051, 0.47420057
555.08551, 0.47718136
555.10051, 0.48042202
555.11551, 0.48391921
555.13051, 0.48766931
555.14551, 0.49166835
555.16052, 0.49591209
555.17552, 0.50039597
555.19052, 0.50511514
555.20552, 0.51006444
555.22052, 0.51523844
555.23552, 0.52063142
555.25053, 0.52623738
555.26553, 0.53205007
555.28053, 0.53806293
555.29553, 0.54426920
555.31053, 0.55066182
555.32553, 0.55723352
555.34053, 0.56397677
555.35554, 0.57088382
555.37054, 0.57794672
555.38554, 0.58515727
555.40054, 0.59250711
555.41554, 0.59998765
555.43054, 0.60759015
555.44554, 0.61530567
555.46055, 0.62312512
555.47555, 0.63103925
555.49055, 0.63903869
555.50555, 0.64711390
555.52055, 0.65525526
555.53555, 0.66345301
555.55056, 0.67169732
555.56556, 0.67997825
555.58056, 0.68828580
555.59556, 0.69660991
555.61056, 0.70494048
555.62556, 0.71326735
555.64056, 0.72158037
555.65557, 0.72986934
555.67057, 0.73812411
555.68557, 0.74633450
555.70057, 0.75449040
555.71557, 0.76258172
555.73057, 0.77059842
555.74557, 0.77853056
555.76058, 0.78636825
555.77558, 0.79410172
555.79058, 0.80172129
555.80558, 0.80921742
555.82058, 0.81658069
555.83558, 0.82380184
555.85059, 0.83087178
555.86559, 0.83778156
555.88059, 0.84452246
555.89559, 0.85108593
555.91059, 0.85746364
555.92559, 0.86364748
555.94059, 0.86962959
555.95560, 0.87540234
555.97060, 0.88095836
555.98560, 0.88629055
556.00060, 0.89139209
556.01560, 0.89625645
556.03060, 0.90087740
556.04560, 0.90524900
556.06061, 0.90936565
556.07561, 0.91322205
556.09061, 0.91681327
556.10561, 0.92013467
556.12061, 0.92318199
556.13561, 0.92595132
